58037.01268 -13.05545 0.00704 -12.36066 0.00683 -12.37165 0.00376 -11.93559 0.01246
58038.07984 -13.06611 0.00289 -12.36021 0.02032 -12.38737 0.00488 -11.93069 0.00714
58039.00253 -13.06226 0.00405 -12.35056 0.01159 -12.37162 0.00313 -11.96132 0.00874
58040.00042 -13.06120 0.00405 -12.35596 0.00703 -12.36985 0.00287 -11.95665 0.00390
58041.01598 -13.06485 0.00195 -12.35511 0.00707 -12.37328 0.00293 -11.95789 0.00399
58043.04915 -13.06266 0.00177 -12.35257 0.00742 -12.37286 0.00303 -11.96358 0.00340
58045.00447 -13.06882 0.00476 -12.34517 0.00478 -12.37737 0.00257 -11.97302 0.00507
58046.00980 -13.06766 0.00173 -12.35610 0.00264 -12.38606 0.00259 -11.97724 0.00342
58047.00559 -13.05925 0.00220 -12.36343 0.00645 -12.37907 0.00312 -11.98028 0.00529
58048.00460 -13.05846 0.00179 -12.36551 0.00259 -12.38810 0.00256 -11.99475 0.00361
58048.99839 -13.06308 0.01036 -12.34980 0.01807 -12.38160 0.00866 -11.99633 0.01324
58050.00412 -13.06607 0.00418 -12.35940 0.00432 -12.38770 0.00264 -11.98874 0.00376
58051.04543 -13.06494 0.00541 -12.35278 0.01061 -12.38760 0.00685 -12.00605 0.00593
58052.07950 -13.06432 0.00374 -12.35685 0.01148 -12.39528 0.00509 -11.99588 0.01065
58054.01619 -13.07454 0.00352 -12.34793 0.00452 -12.38990 0.00495 -11.99058 0.01164
58055.02248 -13.05965 0.00559 -12.36013 0.01179 -12.39500 0.00387 -11.98984 0.00538
58056.08419 -13.05357 0.00249 -12.36518 0.00433 -12.39817 0.00472 -12.00682 0.00585
58057.05394 -13.06134 0.00472 -12.34632 0.00508 -12.38305 0.00453 -12.00002 0.00538
58058.04014 -13.06163 0.00267 -12.34764 0.00459 -12.38256 0.00889 -12.00820 0.00608
58059.01578 -13.05818 0.00727 -12.33390 0.00830 -12.39270 0.00541 -12.00283 0.00904
