Source,Data,L_col_bW,L_col_ZW
LMC_GRND,12.7557,-0.0533513,-0.29
LMC_GRND,12.7426,-0.0618306,-0.29
LMC_GRND,12.7882,-0.0593839,-0.29
LMC_GRND,12.849,-0.109523,-0.29
LMC_GRND,12.6699,-0.0283067,-0.29
LMC_GRND,12.6982,-0.0433034,-0.29
LMC_GRND,12.5952,0.0509981,-0.29
LMC_GRND,12.6552,-0.0312836,-0.29
LMC_GRND,12.7643,-0.0361649,-0.29
LMC_GRND,12.9185,-0.110474,-0.29
LMC_GRND,12.9149,-0.122053,-0.29
LMC_GRND,12.7457,-0.0354576,-0.29
LMC_GRND,12.669,-0.0191334,-0.29
LMC_GRND,12.619,-0.0117533,-0.29
LMC_GRND,12.7165,0.00190663,-0.29
LMC_GRND,13.0133,-0.161529,-0.29
LMC_GRND,12.594,-0.0128703,-0.29
LMC_GRND,12.6938,-0.039339,-0.29
LMC_GRND,12.4859,0.0619047,-0.29
LMC_GRND,12.899,-0.0539901,-0.29
LMC_GRND,12.872,-0.0886826,-0.29
LMC_GRND,12.8884,-0.113115,-0.29
LMC_GRND,12.9606,-0.127378,-0.29
LMC_GRND,12.8241,-0.0791465,-0.29
LMC_GRND,12.8755,-0.103364,-0.29
LMC_GRND,12.9809,-0.162538,-0.29
LMC_GRND,12.9001,-0.143755,-0.29
LMC_GRND,12.9048,-0.105407,-0.29
LMC_GRND,12.9576,-0.137272,-0.29
LMC_GRND,12.8598,-0.0989233,-0.29
LMC_GRND,12.8547,-0.098106,-0.29
LMC_GRND,12.9164,-0.12332,-0.29
LMC_GRND,13.0292,-0.12384,-0.29
LMC_GRND,12.8723,-0.131003,-0.29
LMC_GRND,12.8348,-0.0821795,-0.29
LMC_GRND,13.0381,-0.200797,-0.29
LMC_GRND,12.9541,-0.107405,-0.29
LMC_GRND,12.966,-0.0756173,-0.29
LMC_GRND,13.1717,-0.194499,-0.29
LMC_GRND,12.8971,-0.123724,-0.29
LMC_GRND,13.1222,-0.192736,-0.29
LMC_GRND,13.0697,-0.161529,-0.29
LMC_GRND,12.9899,-0.120904,-0.29
LMC_GRND,13.0564,-0.178355,-0.29
LMC_GRND,12.8646,-0.040577,-0.29
LMC_GRND,13.4771,-0.295506,-0.29
LMC_GRND,13.0537,-0.131179,-0.29
LMC_GRND,13.1036,-0.171662,-0.29
LMC_GRND,13.1592,-0.163486,-0.29
LMC_GRND,12.8965,-0.114639,-0.29
LMC_GRND,13.0333,-0.158891,-0.29
LMC_GRND,13.0486,-0.130006,-0.29
LMC_GRND,13.1728,-0.165389,-0.29
LMC_GRND,13.0125,-0.154282,-0.29
LMC_GRND,13.0288,-0.149231,-0.29
LMC_GRND,13.0073,-0.102043,-0.29
LMC_GRND,13.1335,-0.132356,-0.29
LMC_GRND,13.0802,-0.14442,-0.29
LMC_GRND,13.1979,-0.159643,-0.29
LMC_GRND,13.1913,-0.223589,-0.29
LMC_GRND,13.32,-0.201211,-0.29
LMC_GRND,13.1303,-0.171791,-0.29
LMC_GRND,13.0858,-0.136142,-0.29
LMC_GRND,13.2001,-0.153416,-0.29
LMC_GRND,13.2827,-0.235525,-0.29
LMC_GRND,12.9184,-0.0554186,-0.29
LMC_GRND,13.2595,-0.24177,-0.29
LMC_GRND,13.2131,-0.260665,-0.29
LMC_GRND,13.1988,-0.190306,-0.29
LMC_GRND,13.2616,-0.188291,-0.29
LMC_GRND,13.2029,-0.165071,-0.29
LMC_GRND,13.3612,-0.259085,-0.29
LMC_GRND,13.1069,-0.12546,-0.29
LMC_GRND,13.22,-0.17412,-0.29
LMC_GRND,13.1969,-0.220331,-0.29
LMC_GRND,13.1813,-0.205721,-0.29
LMC_GRND,13.1706,-0.225483,-0.29
LMC_GRND,13.2028,-0.175419,-0.29
LMC_GRND,13.2143,-0.161781,-0.29
LMC_GRND,12.9614,-0.0776898,-0.29
LMC_GRND,13.1737,-0.181906,-0.29
LMC_GRND,13.1749,-0.179142,-0.29
LMC_GRND,13.2287,-0.199902,-0.29
LMC_GRND,13.441,-0.26528,-0.29
LMC_GRND,13.3554,-0.253677,-0.29
LMC_GRND,13.2707,-0.220909,-0.29
LMC_GRND,13.1582,-0.167044,-0.29
LMC_GRND,12.7645,-0.0289562,-0.29
LMC_GRND,13.329,-0.24527,-0.29
LMC_GRND,13.4886,-0.248798,-0.29
LMC_GRND,13.3399,-0.267044,-0.29
LMC_GRND,13.2877,-0.179601,-0.29
LMC_GRND,13.357,-0.246494,-0.29
LMC_GRND,13.3282,-0.222356,-0.29
LMC_GRND,13.3116,-0.217886,-0.29
LMC_GRND,13.394,-0.237171,-0.29
LMC_GRND,13.4002,-0.241315,-0.29
LMC_GRND,13.4124,-0.253989,-0.29
LMC_GRND,13.536,-0.297053,-0.29
LMC_GRND,13.445,-0.292174,-0.29
LMC_GRND,13.4156,-0.246111,-0.29
LMC_GRND,13.0696,-0.126912,-0.29
LMC_GRND,13.4258,-0.222356,-0.29
LMC_GRND,13.4717,-0.259243,-0.29
LMC_GRND,13.6025,-0.30077,-0.29
LMC_GRND,13.2359,-0.181246,-0.29
LMC_GRND,13.3411,-0.210843,-0.29
LMC_GRND,13.407,-0.232993,-0.29
LMC_GRND,13.3143,-0.223589,-0.29
LMC_GRND,13.5234,-0.294821,-0.29
LMC_GRND,13.532,-0.292345,-0.29
LMC_GRND,13.4445,-0.253132,-0.29
LMC_GRND,13.3961,-0.253444,-0.29
LMC_GRND,13.3785,-0.267928,-0.29
LMC_GRND,13.3454,-0.241164,-0.29
LMC_GRND,13.3427,-0.276216,-0.29
LMC_GRND,13.3341,-0.212256,-0.29
LMC_GRND,13.0414,-0.14309,-0.29
LMC_GRND,13.4509,-0.260269,-0.29
LMC_GRND,13.548,-0.298691,-0.29
LMC_GRND,13.5768,-0.271971,-0.29
LMC_GRND,13.5179,-0.295592,-0.29
LMC_GRND,13.3435,-0.169027,-0.29
LMC_GRND,13.537,-0.273273,-0.29
LMC_GRND,13.5631,-0.296451,-0.29
LMC_GRND,13.5896,-0.284749,-0.29
LMC_GRND,13.5228,-0.288277,-0.29
LMC_GRND,13.2848,-0.202732,-0.29
LMC_GRND,13.5508,-0.291664,-0.29
LMC_GRND,13.3757,-0.2498,-0.29
LMC_GRND,13.0907,-0.114356,-0.29
LMC_GRND,13.4468,-0.237697,-0.29
LMC_GRND,13.4173,-0.239351,-0.29
LMC_GRND,13.5581,-0.266883,-0.29
LMC_GRND,13.6535,-0.300422,-0.29
LMC_GRND,13.5526,-0.271971,-0.29
LMC_GRND,13.5574,-0.271241,-0.29
LMC_GRND,12.784,-0.0278435,-0.29
LMC_GRND,13.5429,-0.294136,-0.29
LMC_GRND,13.3535,-0.261219,-0.29
LMC_GRND,13.4773,-0.24071,-0.29
LMC_GRND,13.679,-0.284665,-0.29
LMC_GRND,13.5026,-0.289037,-0.29
LMC_GRND,13.3865,-0.184954,-0.29
LMC_GRND,13.5388,-0.26825,-0.29
LMC_GRND,13.4905,-0.289713,-0.29
LMC_GRND,13.4401,-0.250264,-0.29
LMC_GRND,13.4402,-0.25516,-0.29
LMC_GRND,13.6474,-0.278849,-0.29
LMC_HST,10.9666,0.482,-0.29
LMC_HST,11.407,0.367,-0.29
LMC_HST,10.788,0.566,-0.29
LMC_HST,10.5989,0.595,-0.29
LMC_HST,10.8245,0.553,-0.29
LMC_HST,11.896,0.199,-0.29
LMC_HST,10.8959,0.502,-0.29
LMC_HST,13.172,-0.172,-0.29
LMC_HST,12.3083,0.134,-0.29
LMC_HST,12.0564,0.166,-0.29
LMC_HST,11.5521,0.316,-0.29
LMC_HST,12.5418,0.085,-0.29
LMC_HST,12.0046,0.161,-0.29
LMC_HST,13.0104,-0.076,-0.29
LMC_HST,12.5666,0.035,-0.29
LMC_HST,11.8848,0.243,-0.29
LMC_HST,12.551,0.029,-0.29
LMC_HST,12.3603,0.101,-0.29
LMC_HST,12.37,0.086,-0.29
LMC_HST,11.5606,0.348,-0.29
LMC_HST,11.3145,0.411,-0.29
LMC_HST,12.6264,-0.013,-0.29
LMC_HST,11.7924,0.235,-0.29
LMC_HST,12.1083,0.203,-0.29
LMC_HST,12.7973,-0.029,-0.29
LMC_HST,13.028,-0.132,-0.29
LMC_HST,12.9181,-0.08,-0.29
LMC_HST,12.3187,0.111,-0.29
LMC_HST,10.484,0.676,-0.29
LMC_HST,12.3475,0.104,-0.29
LMC_HST,11.8514,0.242,-0.29
LMC_HST,12.3825,0.101,-0.29
LMC_HST,12.5302,0.022,-0.29
LMC_HST,11.0534,0.492,-0.29
LMC_HST,10.0679,0.723,-0.29
LMC_HST,12.1208,0.16,-0.29
LMC_HST,11.8736,0.266,-0.29
LMC_HST,11.0616,0.482,-0.29
LMC_HST,11.7074,0.27,-0.29
LMC_HST,12.4104,0.074,-0.29
LMC_HST,12.8528,-0.101,-0.29
LMC_HST,13.2229,-0.166,-0.29
LMC_HST,13.2409,-0.162,-0.29
LMC_HST,13.089,-0.138,-0.29
LMC_HST,13.1028,-0.103,-0.29
LMC_HST,12.8038,-0.062,-0.29
LMC_HST,13.311,-0.17,-0.29
LMC_HST,12.6699,0.00999999,-0.29
LMC_HST,13.0081,-0.124,-0.29
LMC_HST,13.3689,-0.211,-0.29
LMC_HST,12.8727,-0.088,-0.29
LMC_HST,13.1699,-0.172,-0.29
LMC_HST,12.3067,0.13,-0.29
LMC_HST,12.2486,0.123,-0.29
LMC_HST,11.4916,0.334,-0.29
LMC_HST,12.1986,0.191,-0.29
LMC_HST,10.9275,0.504,-0.29
LMC_HST,12.1106,0.144,-0.29
LMC_HST,12.8467,-0.061,-0.29
LMC_HST,11.4635,0.372,-0.29
LMC_HST,12.3576,0.118,-0.29
LMC_HST,13.3578,-0.218,-0.29
LMC_HST,12.9186,-0.028,-0.29
LMC_HST,13.1937,-0.168,-0.29
LMC_HST,13.1239,-0.115,-0.29
LMC_HST,12.9393,-0.111,-0.29
LMC_HST,12.9999,-0.128,-0.29
LMC_HST,11.326,0.448,-0.29
LMC_HST,13.1675,-0.133,-0.29
SMC,13.4532,-0.300875,-0.7
SMC,13.5481,-0.298995,-0.7
SMC,13.5503,-0.296482,-0.7
SMC,13.5321,-0.293512,-0.7
SMC,13.8407,-0.292839,-0.7
SMC,13.6388,-0.292051,-0.7
SMC,13.702,-0.291861,-0.7
SMC,13.4724,-0.291408,-0.7
SMC,13.726,-0.29125,-0.7
SMC,13.5672,-0.290997,-0.7
SMC,13.6569,-0.290801,-0.7
SMC,13.673,-0.290244,-0.7
SMC,13.3928,-0.283923,-0.7
SMC,13.4591,-0.283791,-0.7
SMC,13.3864,-0.281199,-0.7
SMC,13.6869,-0.279853,-0.7
SMC,13.8784,-0.27951,-0.7
SMC,13.7169,-0.275996,-0.7
SMC,13.5199,-0.273763,-0.7
SMC,13.5711,-0.270682,-0.7
SMC,13.4929,-0.26946,-0.7
SMC,13.2687,-0.267258,-0.7
SMC,13.542,-0.252528,-0.7
SMC,13.6474,-0.249951,-0.7
SMC,13.486,-0.248786,-0.7
SMC,13.5084,-0.247008,-0.7
SMC,13.4293,-0.246783,-0.7
SMC,13.4668,-0.244718,-0.7
SMC,13.3421,-0.242483,-0.7
SMC,13.5529,-0.240404,-0.7
SMC,13.357,-0.239835,-0.7
SMC,13.4474,-0.236972,-0.7
SMC,13.4567,-0.236337,-0.7
SMC,13.4362,-0.234884,-0.7
SMC,13.4393,-0.234123,-0.7
SMC,13.5139,-0.2303,-0.7
SMC,13.2763,-0.229907,-0.7
SMC,13.347,-0.225478,-0.7
SMC,13.6862,-0.225138,-0.7
SMC,13.3908,-0.221047,-0.7
SMC,13.545,-0.215789,-0.7
SMC,13.3172,-0.215229,-0.7
SMC,13.1147,-0.208823,-0.7
SMC,13.5931,-0.205596,-0.7
SMC,13.1759,-0.200627,-0.7
SMC,13.4249,-0.199846,-0.7
SMC,13.5221,-0.195714,-0.7
SMC,13.4503,-0.194867,-0.7
SMC,13.375,-0.194543,-0.7
SMC,13.1833,-0.191573,-0.7
SMC,13.2613,-0.190606,-0.7
SMC,13.3566,-0.188879,-0.7
SMC,13.5228,-0.187968,-0.7
SMC,13.0946,-0.183987,-0.7
SMC,13.2936,-0.182674,-0.7
SMC,13.4251,-0.176491,-0.7
SMC,13.5708,-0.174114,-0.7
SMC,13.2396,-0.170639,-0.7
SMC,13.2283,-0.166344,-0.7
SMC,13.2056,-0.162794,-0.7
SMC,13.3603,-0.162477,-0.7
SMC,13.1128,-0.162132,-0.7
SMC,13.2377,-0.159982,-0.7
SMC,13.0413,-0.159771,-0.7
SMC,12.9749,-0.154197,-0.7
SMC,13.3454,-0.151878,-0.7
SMC,13.2436,-0.148836,-0.7
SMC,13.3503,-0.148546,-0.7
SMC,13.4227,-0.144873,-0.7
SMC,13.1956,-0.141718,-0.7
SMC,13.2726,-0.140966,-0.7
SMC,13.3842,-0.134766,-0.7
SMC,13.0794,-0.125058,-0.7
SMC,13.0568,-0.122986,-0.7
SMC,13.2253,-0.114517,-0.7
SMC,12.842,-0.11228,-0.7
SMC,13.0451,-0.102233,-0.7
SMC,13.0792,-0.094748,-0.7
SMC,12.7668,-0.0936368,-0.7
SMC,13.0252,-0.0921186,-0.7
SMC,13.0471,-0.0893108,-0.7
SMC,12.7829,-0.0792588,-0.7
SMC,12.8081,-0.0769622,-0.7
SMC,12.6818,-0.0714544,-0.7
SMC,12.9265,-0.0709292,-0.7
SMC,12.7159,-0.0542271,-0.7
SMC,12.6601,-0.0531132,-0.7
SMC,12.7809,-0.0515557,-0.7
SMC,12.8557,-0.0444981,-0.7
SMC,12.5295,-0.043357,-0.7
SMC,13.0056,-0.0388269,-0.7
SMC,12.8014,-0.0367844,-0.7
SMC,12.86,-0.0302063,-0.7
SMC,12.7894,-0.0289355,-0.7
SMC,12.9829,-0.0227148,-0.7
SMC,12.6866,-0.0195745,-0.7
SMC,12.914,-0.0150358,-0.7
SMC,12.6272,-0.0118592,-0.7
SMC,12.8055,-0.0112451,-0.7
SMC,12.6228,-0.010219,-0.7
SMC,12.6719,-0.00505406,-0.7
SMC,12.6814,-0.00260007,-0.7
SMC,12.5895,0.00170326,-0.7
SMC,12.8628,0.00681877,-0.7
SMC,12.7303,0.0132143,-0.7
SMC,12.6789,0.0183659,-0.7
SMC,12.8827,0.018916,-0.7
SMC,12.8216,0.0205709,-0.7
SMC,12.7873,0.0223109,-0.7
SMC,12.6139,0.0317001,-0.7
SMC,12.6837,0.0367403,-0.7
SMC,12.5339,0.0489616,-0.7
SMC,12.4742,0.056846,-0.7
SMC,12.4121,0.0707953,-0.7
SMC,12.2236,0.0845214,-0.7
SMC,12.2891,0.0987177,-0.7
SMC,12.2697,0.123942,-0.7
SMC,12.1832,0.135242,-0.7
SMC,12.3954,0.1369,-0.7
SMC,12.0277,0.148062,-0.7
SMC,12.1448,0.159158,-0.7
SMC,12.0368,0.163515,-0.7
SMC,12.0658,0.184234,-0.7
SMC,11.8963,0.190609,-0.7
SMC,11.9037,0.194411,-0.7
SMC,11.9005,0.194739,-0.7
SMC,12.0242,0.197929,-0.7
SMC,12.1443,0.199265,-0.7
SMC,12.0906,0.212126,-0.7
SMC,12.2463,0.215808,-0.7
SMC,11.3754,0.285833,-0.7
SMC,11.5474,0.310755,-0.7
SMC,11.4071,0.345422,-0.7
SMC,11.2994,0.379608,-0.7
SMC,11.3618,0.388873,-0.7
SMC,11.4016,0.43535,-0.7
SMC,11.3064,0.437888,-0.7
SMC,11.1135,0.459125,-0.7
SMC,11.0187,0.478174,-0.7
SMC,10.9207,0.505042,-0.7
SMC,10.8484,0.505667,-0.7
SMC,10.8544,0.515321,-0.7
SMC,10.7111,0.615022,-0.7
