Source,Data,L_col_bW,L_col_ZW
N5468,24.918,0.564943,-0.16773
N5468,25.0041,0.544619,-0.10161
N5468,25.4632,0.641563,-0.13511
N5468,23.6959,0.877915,-0.00343958
N5468,23.7936,0.93935,-0.17163
N5468,23.4084,0.868741,0.0297504
N5468,24.0722,1.00902,-0.0779296
N5468,24.6757,0.723996,0.0254504
N5468,26.1738,0.549186,-0.24635
N5468,24.4279,0.765389,0.0401404
N5468,24.8978,0.645668,-0.0662096
N5468,25.167,0.568606,-0.17666
N5468,25.2917,0.542995,-0.13478
N5468,24.954,0.768442,-0.10456
N5468,25.0181,0.632925,-0.0134096
N5468,25.5174,0.632644,-0.0878996
N5468,24.8064,0.556103,-0.0489796
N5468,25.2756,0.772761,-0.10784
N5468,25.6082,0.646892,-0.0916996
N5468,25.1847,0.72116,-0.18467
N5468,25.7482,0.656001,-0.17117
N5468,25.2167,0.875784,-0.10515
N5468,25.4071,0.560457,-0.0222196
N5468,25.8528,0.592296,-0.0255896
N5468,24.9475,0.600457,-0.10567
N5468,24.6389,0.592758,-0.13258
N5468,25.2147,0.713273,-0.18009
N5468,24.9529,0.790806,-0.16416
N5468,25.2731,0.581324,-0.0624796
N5468,23.7196,0.859999,-0.23402
N5468,24.97,0.675023,-0.23471
N5468,25.5493,0.719079,-0.12951
N5468,24.8791,0.558654,-0.14306
N5468,24.7921,0.643836,-0.0500896
N5468,24.5418,0.754018,-0.1707
N5468,24.6375,0.818995,-0.14106
N5468,24.135,0.59346,-0.0430696
N5468,25.0115,0.607906,-0.0953496
N5468,24.8992,0.781834,-0.00774958
N5468,24.4163,0.92629,-0.1358
N5468,25.2746,0.545195,-0.16219
N5468,24.9172,0.926458,-0.0745296
N5468,24.7425,0.58569,-0.13312
N5468,24.2962,0.861156,-0.17172
N5468,25.2078,0.606854,-0.0751696
N5468,25.5651,0.672131,-0.0992896
N5468,24.4637,0.737014,-0.0627896
N5468,25.1671,0.730789,-0.0577296
N5468,25.2074,0.542478,-0.0570996
N5468,23.7203,0.943912,-0.0544096
N5468,24.5208,0.629929,-0.0583696
N5468,25.1489,0.803164,-0.12427
N5468,24.1026,0.909148,-0.12421
N5468,25.1487,0.635422,-0.0495996
N5468,24.8954,0.682861,-0.15964
N5468,24.8153,0.676937,-0.0963096
N5468,23.8105,0.860308,-0.0758496
N5468,25.1279,0.668251,-0.0935896
N5468,23.9119,0.939172,-0.13754
N5468,24.3127,0.818551,-0.20665
N5468,24.5851,0.979548,-0.13548
N5468,24.6117,0.776937,-0.0851496
N5468,24.9316,0.552767,-0.0579296
N5468,24.7008,0.706654,-0.10829
N5468,25.7497,0.851998,-0.0377296
N5468,25.2918,0.624203,-0.0655496
N5468,25.3254,0.61276,-0.16843
N5468,24.3849,0.885842,-0.17787
N5468,24.3095,0.924819,-0.0205696
N5468,24.216,0.823339,-0.16695
N5468,24.1871,0.707398,-0.00472958
N5468,24.5522,0.981806,-0.0851396
N5468,24.1165,0.703226,-0.10219
N5468,24.8584,0.783962,-0.12643
N5468,24.9156,0.65012,-0.0682096
N5468,25.5144,0.616906,0.0108504
N5468,24.2441,0.921564,-0.1686
N5468,25.6101,0.696909,-0.0251496
N5468,25.045,0.674468,-0.0432796
N5468,24.3442,0.870356,-0.23279
N5468,24.4865,0.691919,-0.15004
N5468,24.1449,0.60469,-0.16407
N5468,24.5466,0.717738,-0.0168096
N5468,25.2697,0.579889,0.0181504
N5468,24.4418,0.721503,-0.15033
N5468,24.8185,0.61525,-0.0484296
N5468,25.0463,0.715333,-0.13003
N5584,24.8885,0.398546,-0.0265596
N5584,23.8855,0.634508,-0.00176958
N5584,24.9412,0.449154,-0.0436696
N5584,23.7262,0.47183,-0.0486196
N5584,24.348,0.463487,0.0161504
N5584,23.8303,0.497645,-0.00084958
N5584,25.7441,0.30583,0.0175304
N5584,25.4071,0.309637,-0.00273958
N5584,24.0545,0.412903,-0.0179596
N5584,23.8036,0.758579,0.0322104
N5584,24.3635,0.566229,0.0206004
N5584,22.7873,0.901879,-0.0999796
N5584,24.6594,0.654847,-0.0941996
N5584,25.0308,0.477578,-0.0473396
N5584,24.8477,0.452062,-0.00970958
N5584,23.2836,0.732692,-0.11078
N5584,24.6862,0.48464,-0.0596596
N5584,23.6454,0.663632,-0.0211196
N5584,25.1505,0.365785,0.0180904
N5584,23.4275,0.72287,0.0234904
N5584,24.9322,0.41689,0.0706604
N5584,24.5817,0.465104,0.0470804
N5584,22.9748,1.01383,-0.0461996
N5584,25.0299,0.509245,-0.0102696
N5584,23.9359,0.577504,0.0786204
N5584,24.0068,0.483932,0.0372404
N5584,24.4305,0.385481,-0.26138
N5584,23.4779,0.621126,0.00844042
N5584,24.9082,0.583608,0.00840042
N5584,24.5731,0.280907,-0.0264096
N5584,23.8641,0.731692,0.0769104
N5584,24.9646,0.355182,0.0261104
N5584,23.8399,0.567926,-0.23113
N5584,24.9772,0.425245,-0.24157
N5584,25.4214,0.366418,-0.24422
N5584,24.8031,0.568382,0.0378004
N5584,24.7311,0.349193,0.0564104
N5584,24.8408,0.421317,-0.0344196
N5584,24.3168,0.519055,0.0291004
N5584,24.8896,0.260815,-0.00736958
N5584,23.5888,0.605844,-0.0234396
N5584,24.4106,0.353578,0.0268304
N5584,24.5224,0.632187,-0.27027
N5584,24.2531,0.430037,-0.11096
N5584,24.8681,0.572932,-0.0217396
N5584,24.0146,0.572458,-0.0993896
N5584,24.8213,0.264378,-0.26949
N5584,23.6976,0.483577,-0.12591
N5584,25.8728,0.311875,-0.0742596
N5584,24.8263,0.288309,-0.0714896
N5584,25.2836,0.354075,-0.17635
N5584,24.3579,0.329501,-0.16268
N5584,24.5034,0.391151,-0.11938
N5584,25.5248,0.283771,-0.1262
N5584,25.0284,0.374406,-0.10926
N5584,25.2582,0.399873,-0.10686
N5584,24.6579,0.476628,-0.11729
N5584,23.9898,0.440641,-0.15402
N5584,24.6124,0.271579,-0.15223
N5584,24.6741,0.461283,-0.16191
N5584,23.5337,0.586315,-0.20139
N5584,24.0772,0.570349,-0.18202
N5584,24.8463,0.415996,-0.19113
N5584,23.3531,0.813538,-0.19552
N5584,23.6636,0.673306,-0.19859
N5584,24.7238,0.262517,-0.21341
N5584,25.3599,0.381013,-0.19664
N5584,24.9052,0.386813,-0.2103
N5584,24.1359,0.427962,-0.22611
N5584,23.0686,0.776546,-0.0684696
N5584,23.5464,0.67337,0.0291604
N5584,23.6303,0.511685,-0.30663
N5584,23.4031,0.977027,-0.0832496
N5584,23.4165,0.755563,-0.0718796
N5584,24.6219,0.284781,0.0708704
N5584,25.1739,0.519041,-0.0982196
N5584,25.6098,0.324988,-0.0698796
N5584,25.2663,0.284826,-0.19742
N5584,23.3688,0.715124,-0.0728096
N5584,22.9494,0.743702,-0.0962396
N5584,23.9397,0.911072,-0.0589596
N5584,24.982,0.439434,-0.14958
N5584,23.3974,0.771971,0.0302404
N5584,23.4756,0.624133,-0.0838096
N5584,24.6875,0.343903,-0.0235196
N5584,24.2064,0.588526,-0.18108
N5584,24.7598,0.426087,-0.24286
N5584,24.6465,0.302313,0.0348904
N5584,23.3049,0.91344,-0.17155
N5584,24.1083,0.557571,0.00514042
N5584,24.9236,0.395881,0.0242004
N5584,24.9577,0.301084,-0.19688
N5584,25.602,0.31198,-0.0523796
N5584,23.659,0.754539,-0.0120996
N5584,23.4154,0.581337,-0.11727
N5584,24.5227,0.500875,-0.0108896
N5584,24.0436,0.694142,-0.21025
N5584,24.5517,0.302055,-0.14155
N5584,23.8314,0.420366,-0.21767
N5584,23.155,0.733491,-0.20096
N5584,24.1701,0.359753,-0.0711996
N5584,23.3761,0.676029,-0.14262
N5584,23.3393,0.79072,-0.00787958
N5584,25.8231,0.270769,0.00116042
N5584,23.9425,0.564867,-0.00321958
N5584,25.5263,0.316839,-0.00159958
N5584,24.8256,0.314521,-0.11789
N5584,23.1886,0.852499,-0.0750296
N5584,23.8858,0.559124,-0.0472696
N5584,24.0169,0.472034,-0.15282
N5584,23.3711,0.74044,-0.0437596
N5584,24.4125,0.300933,-0.21661
N5584,24.2775,0.548383,-0.0389896
N5584,22.6281,0.982795,-0.11885
N5584,24.7622,0.503687,-0.0674096
N5584,24.6678,0.402736,-0.0478796
N5584,24.1627,0.417403,-0.0932496
N5584,23.0953,0.707628,-0.0693296
N5584,24.9513,0.357142,-0.24437
N5584,24.2611,0.361147,-0.24658
N5584,25.6118,0.396003,-0.23989
N5584,23.9109,0.625373,-0.23508
N5584,23.1236,0.722756,-0.22197
N5584,24.7057,0.440453,-0.21399
N5584,25.3809,0.278776,-0.24284
N5584,23.7074,0.699645,-0.19921
N5584,24.9737,0.300587,-0.21088
N5584,23.9297,0.521063,-0.19468
N5584,22.5336,0.889473,-0.17383
N5584,23.3027,0.847907,-0.17639
N5584,24.0961,0.635028,-0.19765
N5584,24.1648,0.791307,-0.20166
N5584,24.4431,0.570384,-0.2068
N5584,23.9302,0.553714,-0.17816
N5584,23.148,0.863632,-0.15197
N5584,24.0786,0.533454,-0.17877
N5584,24.5237,0.57976,-0.18924
N5584,23.8848,0.495746,-0.14256
N5584,24.7164,0.49227,-0.1368
N5584,25.406,0.26954,-0.13858
N5584,23.7942,0.598613,-0.13472
N5584,23.8574,0.546423,-0.1475
N5584,25.1143,0.30283,-0.13159
N5584,24.5664,0.523968,-0.13814
N5584,22.9529,0.998973,-0.13925
N5584,24.4422,0.463562,-0.11022
N5584,24.4689,0.453189,-0.0879596
N5584,23.7228,0.666685,-0.0842996
N5584,24.6276,0.454723,-0.17293
N5584,24.9597,0.331479,-0.10075
N5584,24.4535,0.278617,-0.0647796
N5584,23.6992,0.82404,-0.0716596
N5584,24.1143,0.628433,-0.15508
N5584,23.295,0.635808,-0.10376
N5584,24.5043,0.490375,-0.0337596
N5584,24.5513,0.626069,-0.0667796
N5584,24.4247,0.453083,-0.28169
N5584,23.2078,0.579226,-0.17344
N5584,24.0903,0.569989,-0.0748196
N5584,23.2312,0.921608,-0.0149796
N5584,24.0841,0.522544,-0.19048
N5584,25.325,0.389534,-0.15448
N5584,25.2878,0.527175,0.0210504
N5584,26.037,0.401092,-0.0663296
N5584,24.0692,0.396246,-0.0418896
N5643,23.1914,0.433774,0.12967
N5643,22.4446,0.573371,0.11574
N5643,23.8098,0.274795,0.16966
N5643,23.2509,0.422754,0.17326
N5643,22.2058,0.686862,0.12674
N5643,23.9126,0.352642,0.127
N5643,24.0471,0.257284,0.11076
N5643,23.8754,0.38102,0.0971004
N5643,24.2023,0.201895,0.12604
N5643,23.4377,0.229657,0.11492
N5643,23.7481,0.257786,0.11197
N5643,21.5659,0.857625,0.13025
N5643,22.7895,0.481509,0.12375
N5643,23.6194,0.437344,0.12936
N5643,23.7256,0.347697,0.13152
N5643,23.295,0.384531,0.10551
N5643,22.9798,0.417013,0.13017
N5643,23.6946,0.311604,0.12442
N5643,23.229,0.305546,0.1255
N5643,24.0996,0.346608,0.0986704
N5643,23.0718,0.431922,0.12426
N5643,23.7634,0.332034,0.13391
N5643,21.7426,0.870415,0.12037
N5643,23.5609,0.444149,0.11085
N5643,23.0945,0.453794,0.10687
N5643,22.8577,0.28109,0.0999904
N5643,22.1383,0.696852,0.10256
N5643,22.9799,0.272815,0.1712
N5643,24.1992,0.21125,0.1176
N5643,22.4395,0.57855,0.17652
N5643,22.6557,0.520082,0.16234
N5643,22.7465,0.330743,0.16045
N5643,22.2252,0.682921,0.16292
N5643,22.9136,0.484723,0.15517
N5643,23.422,0.558255,0.16876
N5643,23.5846,0.317037,0.13694
N5643,21.8811,0.48282,0.14635
N5643,21.4924,0.952487,0.14352
N5643,24.0719,0.35882,0.13611
N5643,23.7058,0.368574,0.0902904
N5643,23.6102,0.246336,0.17737
N5643,23.6935,0.419868,0.14292
N5643,22.6456,0.533064,0.0998704
N5643,22.9136,0.358914,0.1834
N5643,23.837,0.310526,0.10766
N5643,22.8869,0.501919,0.13274
N5643,23.3185,0.445593,0.1344
N5643,23.4307,0.519389,0.10376
N5643,24.234,0.321681,0.0975504
N5643,24.3327,0.246973,0.1712
N5643,23.0563,0.394062,0.11397
N5643,22.6292,0.481523,0.16737
N5643,22.6499,0.742995,0.0968904
N5643,22.752,0.601831,0.11592
N5643,22.4844,0.721235,0.14466
N5643,21.9401,0.790817,0.15138
N5643,23.1371,0.298338,0.14868
N5643,21.4272,0.80086,0.14825
N5643,21.9737,0.852837,0.1164
N5643,23.7205,0.3331,0.13679
N5643,23.1152,0.575561,0.11754
N5643,23.1445,0.469013,0.13636
N5643,22.9441,0.424775,0.13531
N5643,21.7461,0.760117,0.15757
N5643,23.3767,0.251845,0.13452
N5643,22.6813,0.757456,0.13751
N5643,23.6861,0.330864,0.0991404
N5643,22.9515,0.757002,0.15872
N5643,23.515,0.28696,0.11079
N5643,23.4578,0.266725,0.10803
N5643,22.3885,0.648659,0.17797
N5643,23.8981,0.183325,0.14543
N5643,23.6601,0.539706,0.17455
N5643,23.6853,0.361707,0.17527
N5643,23.4995,0.390416,0.14037
N5643,21.3397,1.01513,0.13185
N5643,23.6506,0.296637,0.16091
N5643,23.7679,0.209572,0.145
N5643,23.5509,0.222927,0.11886
N5643,24.2383,0.253657,0.11508
N5643,21.9192,0.80812,0.0725304
N5643,23.1494,0.442012,0.0659404
N5643,22.6592,0.623587,0.11289
N5643,23.165,0.463588,0.12341
N5643,24.0797,0.213029,0.13135
N5643,23.2409,0.309467,0.11997
N5643,22.3076,0.563533,0.12035
N5643,24.0216,0.296156,0.12882
N5643,23.6568,0.226742,0.16138
N5643,22.9055,0.210292,0.10496
N5643,21.8645,0.802935,0.10525
N5643,22.7601,0.469981,0.10289
N5643,23.332,0.194053,0.129
N5643,23.7556,0.442871,0.14187
N5643,22.7909,0.511682,0.14397
N5643,24.0758,0.274933,0.14316
N5643,24.2713,0.236511,0.13732
N5643,22.1704,0.528144,0.14386
N5643,22.2689,0.841185,0.12788
N5643,23.2169,0.405179,0.14946
N5643,24.1747,0.18216,0.11412
N5643,22.2187,0.55612,0.16893
N5643,22.4849,0.496878,0.17596
N5643,23.7682,0.33044,0.16182
N5643,23.9784,0.229045,0.12494
N5643,22.8983,0.547108,0.13848
N5643,23.7869,0.185136,0.1445
N5643,24.2439,0.374531,0.15844
N5643,21.9254,0.875319,0.17668
N5643,23.2167,0.25017,0.16899
N5643,23.2652,0.481152,0.1435
N5643,23.6965,0.227357,0.16195
N5643,21.7731,0.746677,0.13859
N5643,23.0402,0.376462,0.11418
N5643,22.8615,0.294095,0.17635
N5643,22.0544,0.760703,0.15625
N5643,22.2619,0.475429,0.14733
N5643,24.0842,0.249951,0.16097
N5643,22.9464,0.659982,0.0942004
N5643,22.4869,0.541761,0.13289
N5643,22.0946,0.771941,0.12958
N5643,22.9926,0.472335,0.13789
N5643,22.5065,0.455798,0.14291
N5643,23.1273,0.543299,0.12375
N5643,23.8817,0.283236,0.14838
N5643,23.2949,0.278068,0.13076
N5643,21.5727,0.950587,0.12895
N5643,23.5368,0.488602,0.13021
N5643,22.9922,0.25948,0.14848
N5643,23.0477,0.510935,0.1082
N5643,21.9538,0.663742,0.12864
N5643,23.0688,0.449083,0.11593
N5643,22.9086,0.456207,0.16601
N5643,22.5513,0.783266,0.11106
N5643,23.6109,0.362102,0.16292
N5643,22.2904,0.650946,0.11992
N5643,23.5071,0.208663,0.12569
N5643,22.6628,0.528605,0.16618
N5643,21.7959,0.677992,0.14399
N5643,23.3405,0.577854,0.12089
N5643,23.6088,0.298686,0.1693
N5643,23.7126,0.333261,0.11771
N5643,23.1133,0.40489,0.13599
N5643,23.1295,0.641075,0.13745
N5643,22.546,0.735258,0.0885504
N5643,23.0644,0.374969,0.13589
N5643,22.4416,0.40202,0.10319
N5643,23.4627,0.295368,0.1364
N5643,22.4878,0.361011,0.15187
N5643,23.2585,0.323944,0.16427
N5643,21.6372,0.84753,0.1564
N5643,22.9736,0.282108,0.0900904
N5643,21.8912,0.711595,0.13255
N5643,23.8223,0.580112,0.16156
N5643,23.9722,0.228176,0.1473
N5643,22.6203,0.564607,0.15354
N5643,23.7451,0.257141,0.14995
N5643,21.9237,0.71991,0.125
N5643,23.6944,0.36069,0.11598
N5643,23.2179,0.293017,0.11349
N5643,22.1963,0.371471,0.12887
N5643,22.8933,0.435126,0.12516
N5643,23.4596,0.382564,0.15392
N5643,24.2675,0.18694,0.12408
N5643,21.3136,1.00267,0.14265
N5643,24.2021,0.235204,0.14528
N5643,22.786,0.574732,0.0953604
N5643,23.6766,0.267076,0.11584
N5643,23.2848,0.497938,0.17097
N5643,22.6282,0.301028,0.11448
N5643,23.4851,0.328394,0.0982604
N5643,23.5678,0.257739,0.16114
N5643,22.9368,0.404327,0.143
N5643,22.8046,0.642358,0.1512
N5643,23.1822,0.538656,0.11357
N5643,22.2896,0.721013,0.14104
N5643,22.6153,0.506848,0.14935
N5643,23.4814,0.521477,0.13942
N5643,22.5635,0.505202,0.12641
N5643,22.9923,0.362628,0.12002
N5643,21.6382,0.839968,0.12924
N5643,22.8256,0.413338,0.11482
N5643,23.3566,0.345614,0.13587
N5643,23.1296,0.497429,0.10814
N5643,23.6154,0.319013,0.0949404
N5643,24.3348,0.210505,0.12207
N5643,22.5502,0.571925,0.12056
N5643,23.5873,0.310082,0.10253
N5643,22.1866,0.692913,0.0973104
N5643,23.8495,0.4098,0.10483
N5643,22.1504,0.459177,0.12653
N5643,23.2713,0.512626,0.0972904
N5643,23.6525,0.185446,0.14047
N5643,23.3038,0.541612,0.16649
N5643,22.3614,0.666865,0.13768
N5643,24.0284,0.271867,0.14695
N5643,22.1312,0.468145,0.13458
N5643,24.1887,0.221111,0.15509
N5643,23.2716,0.494211,0.16597
N5643,23.7461,0.294688,0.16615
N5643,23.2482,0.354252,0.13397
N5643,24.3197,0.265201,0.16835
N5643,23.5919,0.351411,0.12043
N5643,23.9749,0.299793,0.13041
N5643,23.2991,0.534797,0.10197
N5643,22.9247,0.337417,0.10132
N5643,24.2265,0.327499,0.13275
N5643,23.7211,0.292598,0.12452
N5643,22.3958,0.526654,0.13621
N5643,22.0618,0.53534,0.15889
N5643,23.5407,0.563202,0.17311
N5643,21.7373,0.775995,0.0848604
N5643,22.5117,0.845392,0.12091
N5643,23.1627,0.373086,0.11795
N5643,23.6745,0.253754,0.11801
N5643,23.6102,0.290476,0.149
N5643,23.9239,0.29585,0.14606
N5643,24.1058,0.179622,0.0980704
N5643,22.9911,0.521477,0.10408
N5643,23.0378,0.355284,0.13304
N5643,22.9581,0.443557,0.17711
N5643,22.9656,0.386437,0.16194
N5643,23.0876,0.55262,0.11439
N5643,23.1646,0.535479,0.10029
N5643,23.7011,0.295127,0.15155
N5643,23.6042,0.237489,0.14454
N5643,23.1521,0.408839,0.15491
N5643,23.0109,0.319925,0.17039
N5643,23.0035,0.478127,0.15968
N5643,23.224,0.624338,0.12862
N5643,23.1758,0.358914,0.13821
N5643,21.7321,0.716625,0.11376
N5643,21.7243,0.91905,0.11
N5643,23.0817,0.507278,0.12075
N5643,23.6894,0.486744,0.10828
N5643,23.0661,0.602339,0.14153
N5643,22.9555,0.392401,0.13424
N5643,23.2681,0.515156,0.15643
N5643,21.3659,0.817966,0.13378
N5643,22.7704,0.505256,0.13207
N5643,22.6604,0.776878,0.11031
N5643,22.0989,0.519977,0.10199
N5643,24.3546,0.258503,0.10273
N5643,22.6663,0.472553,0.15494
N5643,23.2744,0.385049,0.11804
N5643,23.9208,0.471108,0.15613
N5643,23.5428,0.401247,0.14882
N5643,23.5535,0.456101,0.15358
N5643,23.7099,0.602911,0.1296
N5643,23.0667,0.570241,0.15646
N5643,23.4094,0.24217,0.13325
N5728,24.5122,0.58318,0.15029
N5728,25.8259,0.682916,0.16321
N5728,25.0659,0.616753,0.17207
N5728,24.7735,0.567626,0.17419
N5728,26.8503,0.46988,0.0955704
N5728,25.3757,0.535042,0.15691
N5728,25.4931,0.674259,0.14036
N5728,25.0362,0.746025,0.14076
N5728,25.594,0.46476,0.0858304
N5728,23.959,0.799732,0.17096
N5728,25.2507,0.758364,0.13346
N5728,24.9375,0.5431,0.13014
N5728,25.5557,0.528886,0.15646
N5728,25.8465,0.628064,0.15995
N5728,24.1454,0.690809,0.13795
N5728,25.4408,0.647248,0.15858
N5728,24.3352,0.788577,0.14448
N5728,24.0171,0.698526,0.16644
N5728,25.0527,0.694381,0.16902
N5728,25.183,0.585007,0.15689
N5861,24.6837,0.695299,0.1018
N5861,24.9444,0.624451,0.0769704
N5861,23.6886,0.888663,0.0309304
N5861,23.5632,0.591481,0.0401804
N5861,24.7583,0.538975,0.10096
N5861,24.4531,0.640655,0.11673
N5861,23.1796,0.73425,0.12839
N5861,24.1248,0.803181,0.11846
N5861,24.2431,0.509698,0.13401
N5861,23.6672,0.725642,0.0282604
N5861,25.5863,0.48666,0.13355
N5861,24.3419,0.541066,0.11228
N5861,23.4533,0.776332,0.11338
N5861,24.2975,0.533272,-0.0373796
N5861,24.9431,0.456245,0.0710404
N5861,25.5781,0.39345,0.0585704
N5861,24.6564,0.353136,0.0897404
N5861,23.8457,0.6352,0.0921304
N5861,24.6098,0.667213,0.13356
N5861,24.439,0.7784,0.1317
N5861,24.4564,0.455021,0.14618
N5861,23.1802,0.811515,0.0235304
N5861,23.7364,0.573777,0.00205042
N5861,23.3955,0.630486,0.00079042
N5861,24.9359,0.542306,-0.0594096
N5861,23.2326,0.68509,0.0353004
N5861,24.8202,0.570691,0.12111
N5861,25.014,0.369864,0.12251
N5861,24.3709,0.651555,-0.0664396
N5861,23.9762,0.595202,-0.0755496
N5861,25.1804,0.424904,0.0947104
N5861,22.8968,0.708326,0.0604104
N5861,24.0487,0.609988,0.12816
N5861,24.07,0.603981,0.13503
N5861,23.9079,0.689224,0.0310704
N5861,24.344,0.53432,-0.00096958
N5861,23.7568,0.930524,-0.14805
N5861,24.0736,0.606776,0.0241204
N5861,24.2566,0.581165,-0.15333
N5861,23.7863,0.925393,0.0603604
N5861,25.3788,0.473238,0.0783604
N5917,25.0171,0.450914,-0.33888
N5917,25.6392,0.696726,-0.30342
N5917,23.6432,0.599857,-0.29929
N5917,24.0897,0.675006,-0.28976
N5917,24.7904,0.526276,-0.30557
N5917,24.6257,0.529667,-0.30565
N5917,24.9629,0.413551,-0.29031
N5917,24.068,0.598129,-0.29364
N5917,25.237,0.431733,-0.29592
N5917,23.8926,0.652257,-0.2941
N5917,24.2089,0.705341,-0.2943
N5917,23.4744,0.711992,-0.30083
N5917,25.4719,0.431461,-0.30147
N5917,25.1991,0.489291,-0.3352
N7250,24.2275,0.30726,-0.33676
N7250,24.1056,0.753073,-0.28657
N7250,23.4594,0.912761,-0.28206
N7250,23.3545,0.638972,-0.2774
N7250,24.9369,0.397726,-0.26908
N7250,23.1635,0.782358,-0.26654
N7250,23.1321,0.788055,-0.27036
N7250,23.4317,0.459135,-0.27
N7250,22.5581,0.830425,-0.26664
N7250,22.4919,0.848707,-0.26857
N7250,25.1887,0.306684,-0.28325
N7250,24.5813,0.318458,-0.28914
N7250,25.6683,0.259646,-0.27508
N7250,23.1447,0.580728,-0.28147
N7250,23.9884,0.58711,-0.27786
N7250,25.636,0.282698,-0.2803
N7250,23.8642,0.464007,-0.29355
N7250,24.813,0.370063,-0.27524
N7250,24.9162,0.327669,-0.26376
N7250,24.416,0.281138,-0.28386
N7250,25.777,0.287589,-0.28922
N7329,26.3618,0.589817,0.19815
N7329,24.2517,0.622443,0.20021
N7329,26.1326,0.712671,0.18278
N7329,26.4245,0.693801,0.20297
N7329,26.6706,0.684014,0.20008
N7329,26.4232,0.655569,0.20282
N7329,24.7545,0.722687,0.13749
N7329,25.6401,0.608478,0.17492
N7329,24.3702,0.724481,0.12792
N7329,24.8891,0.882482,0.12916
N7329,24.3067,0.809666,0.16327
N7329,24.8992,0.652243,0.18314
N7329,24.7331,0.968059,0.19046
N7329,24.0852,0.753227,0.10178
N7329,24.8078,0.813419,0.10732
N7329,24.1393,0.93846,0.10348
N7329,24.8708,0.795246,0.20237
N7329,24.3845,0.82466,0.13476
N7329,24.2301,0.746047,0.19389
N7329,24.8825,0.666335,0.1897
N7329,25.3107,0.661819,0.20207
N7329,24.7694,0.613403,0.20293
N7329,25.0137,0.68966,0.19571
N7329,24.7716,0.816321,0.20146
N7329,24.5247,0.707226,0.19868
N7329,25.4864,0.584169,0.18786
N7329,24.8602,0.665009,0.20135
N7329,24.5333,0.771826,0.17318
N7329,24.7352,0.761519,0.0617904
N7329,24.7255,0.628306,0.0960304
N7329,24.5982,0.739201,0.11079
N7541,24.2033,0.675553,-0.16781
N7541,24.8854,0.706986,-0.0167396
N7541,24.1181,0.690493,-0.0129696
N7541,23.5495,0.795379,-0.15683
N7541,23.914,0.726986,-0.14727
N7541,24.1858,0.60616,-0.18863
N7541,24.8619,0.51541,-0.00801958
N7541,23.9418,0.809735,-0.0801496
N7541,23.8677,0.793749,-0.17884
N7541,24.1703,0.470338,-0.0987296
N7541,25.4953,0.433969,-0.19968
N7541,24.7653,0.589183,0.00345042
N7541,24.2441,0.486698,-0.22602
N7541,25.3424,0.663467,-0.16113
N7541,22.998,0.86884,-0.13863
N7541,24.3534,0.609537,-0.17394
N7541,24.6443,0.715679,-0.12082
N7541,24.3899,0.768414,-0.0494996
N7541,25.884,0.457906,-0.17993
N7541,24.3782,0.718083,0.0493004
N7541,23.4038,1.00594,-0.11062
N7541,24.0471,0.721913,-0.18841
N7541,25.2024,0.584412,-0.20388
N7541,25.0147,0.617927,-0.0824496
N7541,24.868,0.613904,-0.27514
N7541,24.3768,0.706089,-0.17828
N7541,24.9063,0.442893,-0.12157
N7541,24.1923,0.849605,-0.0732296
N7541,23.5796,0.848581,-0.1376
N7541,25.4113,0.502707,0.0475904
N7541,24.7754,0.642825,-0.0936996
N7541,23.8393,0.72179,-0.22143
N7541,24.0467,0.736288,-0.0434196
N7678,25.3376,0.559781,0.0169804
N7678,24.4641,0.65991,0.0540904
N7678,25.9274,0.47922,-0.0145096
N7678,25.8281,0.512369,0.0255904
N7678,25.4955,0.521043,0.0267904
N7678,24.868,0.64477,0.0814804
N7678,24.8224,0.642889,0.0509804
N7678,25.3089,0.694474,0.0345304
N7678,25.8084,0.544822,0.0611304
N7678,24.7745,0.615969,-0.0969396
N7678,25.6415,0.48764,0.0144004
N7678,25.2597,0.521262,-0.0178996
N7678,26.4398,0.611592,0.0113004
N7678,25.2573,0.706874,0.0351804
N7678,24.2547,0.931704,0.0308804
N7678,25.8645,0.708086,0.0174104
N976A,26.5612,0.47647,0.0175504
N976A,25.2978,0.697692,0.0244104
N976A,25.7245,0.57817,-0.0241296
N976A,26.4494,0.535611,-0.00221958
N976A,25.5164,0.708497,0.0421004
N976A,26.8614,0.570077,0.0440204
N976A,27.1838,0.56346,0.0399504
N976A,25.2608,0.620984,0.0314704
N976A,25.9989,0.598364,-0.0413696
N976A,25.9557,0.576459,0.0325304
N976A,25.5221,0.510753,-0.00231958
N976A,26.4503,0.631372,0.0568204
N976A,26.6178,0.591653,0.0711004
N976A,25.7362,0.555622,0.0431204
N976A,26.2316,0.563565,0.00101042
N976A,25.6393,0.48562,-0.0330096
N976A,25.6113,0.58688,-0.0795096
N976A,25.4478,0.778592,0.0838604
N976A,25.9163,0.623171,0.0254204
N976A,25.8596,0.700414,0.0641104
N976A,25.9853,0.615176,0.0590304
N976A,25.4613,0.489479,0.0541104
N976A,25.9451,0.71504,0.0594404
N976A,25.7181,0.635068,0.0190004
N976A,25.8135,0.708036,0.0217304
N976A,26.1128,0.606428,0.0402504
N976A,27.2718,0.493661,0.0169804
N976A,25.684,0.662578,-0.0124396
N976A,24.9481,0.481472,0.00382042
N976A,26.7429,0.706053,0.0682504
N976A,25.2403,0.6422,0.0228204
