PGC,Nest,Nmb,logpK,Mvir,Mlum
12211,202201,2,9.68,,6.93
12212,208066,1,9.61,,6.93
12216,202201,2,9.68,,6.93
12217,209165,1,9.38,,4.19
12219,200001,180,11.33,1630.0,1210.0
12220,200622,4,10.11,,17.5
12221,200001,180,11.33,1630.0,1210.0
12222,200001,180,11.33,1630.0,1210.0
12223,200001,180,11.33,1630.0,1210.0
12226,204753,1,9.97,,53.3
12227,200195,8,10.49,10.8,24.1
12231,200663,4,10.28,,53.3
12233,200499,7,10.54,41.4,90.5
12237,200499,7,10.54,41.4,90.5
12241,200499,7,10.54,41.4,90.5
12243,200001,180,11.33,1630.0,1210.0
12245,207356,1,9.7,,9.78
12247,200311,6,10.43,170.0,103.0
12250,210617,1,9.32,,1.8
12253,200001,180,11.33,1630.0,1210.0
12254,200001,180,11.33,1630.0,1210.0
12257,200001,180,11.15,1630.0,1210.0
12259,209497,1,9.52,,3.48
12262,200622,4,10.11,,17.5
12270,200001,180,11.33,1630.0,1210.0
12274,200622,4,10.07,,17.5
12277,209505,1,9.31,,3.48
12279,200001,180,11.33,1630.0,1210.0
12281,200001,180,11.26,1630.0,1210.0
12285,212120,1,10.28,,0.247
12286,212177,1,8.47,,0.171
12288,200001,180,11.33,1630.0,1210.0
12294,200001,180,11.33,1630.0,1210.0
12295,200001,180,11.33,1630.0,1210.0
12299,209917,1,9.28,,2.82
12309,200723,4,10.41,,3.58
12310,200499,7,10.52,41.4,90.5
12314,209797,1,9.34,,2.97
12315,200001,180,11.33,1630.0,1210.0
12316,200001,180,11.33,1630.0,1210.0
12318,208750,1,9.63,,5.05
12324,200570,6,10.88,1030.0,1870.0
12326,200001,180,11.33,1630.0,1210.0
12330,204375,1,10.09,,81.4
12331,200001,180,11.33,1630.0,1210.0
12332,200001,180,11.33,1630.0,1210.0
12333,200001,180,11.05,1630.0,1210.0
12338,200001,180,11.29,1630.0,1210.0
12341,201522,2,10.18,,39.8
12342,211169,1,9.54,,1.24
12343,200001,180,11.26,1630.0,1210.0
12346,201522,2,10.18,,39.8
12348,207828,1,9.89,,7.71
12349,200001,180,11.33,1630.0,1210.0
12350,200001,180,11.33,1630.0,1210.0
12358,200001,180,11.33,1630.0,1210.0
12359,208503,1,10.07,,5.61
12361,200105,4,10.26,,42.0
12362,202107,2,10.28,,593.0
12364,206978,1,9.76,,11.8
12366,200570,6,10.88,1030.0,1870.0
12367,200001,180,11.33,1630.0,1210.0
12369,200001,180,10.9,1630.0,1210.0
12371,200001,180,11.3,1630.0,1210.0
12373,200139,10,10.36,0.786,12.1
12374,112339,1,9.36,,0.658
12378,200001,180,11.33,1630.0,1210.0
12379,211288,1,9.34,,1.12
12381,200105,4,10.26,,42.0
12383,200570,6,10.88,1030.0,1870.0
12384,200001,180,11.33,1630.0,1210.0
12386,200001,180,11.33,1630.0,1210.0
12392,200105,4,10.26,,42.0
12394,202529,2,9.29,,0.518
12396,200001,180,11.33,1630.0,1210.0
12397,200001,180,11.33,1630.0,1210.0
12405,200001,180,11.33,1630.0,1210.0
12408,200001,180,11.3,1630.0,1210.0
12409,200001,180,11.33,1630.0,1210.0
12411,200001,180,11.33,1630.0,1210.0
12412,200139,10,10.36,0.786,12.1
12413,200001,180,11.33,1630.0,1210.0
12415,200609,4,10.26,,42.0
12417,208908,1,9.54,,4.66
12419,200570,6,10.88,1030.0,1870.0
12420,207040,1,9.67,,11.5
12425,208064,1,9.79,,6.93
12428,200001,180,11.33,1630.0,1210.0
12429,200001,180,11.33,1630.0,1210.0
12430,200001,180,11.33,1630.0,1210.0
12431,200723,4,10.41,,3.58
12434,200001,180,11.33,1630.0,1210.0
12437,200001,180,11.33,1630.0,1210.0
12438,200001,180,11.33,1630.0,1210.0
12442,205115,1,10.03,,37.8
12446,208178,1,9.82,,6.4
12448,200001,180,11.33,1630.0,1210.0
12451,200001,180,11.33,1630.0,1210.0
12452,200001,180,11.3,1630.0,1210.0
12454,209533,1,9.73,,3.39
12457,210014,1,10.03,,2.6
12458,200001,180,11.33,1630.0,1210.0
12459,200001,180,11.33,1630.0,1210.0
12460,212372,1,8.76,,0.011
12463,200499,7,10.54,41.4,90.5
12465,211182,1,9.07,,1.21
12466,202529,2,9.29,,0.518
12471,211883,1,9.38,,0.518
12473,200260,7,10.39,32.3,57.7
12477,200311,6,10.48,170.0,103.0
12478,200001,180,11.33,1630.0,1210.0
12480,101283,3,9.76,,4.86
12482,201758,2,10.27,,56.2
12483,205511,1,9.87,,27.5
12491,203002,2,10.19,,49.2
12493,200663,4,10.28,,53.3
12494,200001,180,11.32,1630.0,1210.0
12495,203002,2,10.19,,49.2
12496,211335,1,8.98,,1.06
12497,200001,180,11.33,1630.0,1210.0
12501,200311,6,10.48,170.0,103.0
12504,201593,2,10.21,,43.1
12505,200001,180,11.33,1630.0,1210.0
12510,200137,18,10.53,146.0,83.6
12511,200001,180,11.33,1630.0,1210.0
12518,203718,1,10.23,,241.0
12519,200001,180,11.33,1630.0,1210.0
12521,210809,1,9.35,,1.62
12523,200663,4,10.26,,53.3
12526,205739,1,9.89,,23.4
12527,210240,1,9.5,,2.28
12528,200001,180,11.33,1630.0,1210.0
12531,202138,3,10.13,,15.8
12532,202802,2,10.24,,36.8
12539,202138,3,10.13,,15.8
12542,204937,1,10.37,,44.3
12544,200001,180,11.3,1630.0,1210.0
12546,200001,180,11.33,1630.0,1210.0
12549,200137,18,10.5,146.0,83.6
12552,200137,18,10.53,146.0,83.6
12554,205532,1,9.75,,26.8
12555,201388,2,10.67,,4930.0
12556,200001,180,11.33,1630.0,1210.0
12558,200001,180,11.33,1630.0,1210.0
12559,200723,4,10.41,,3.58
12560,202138,3,10.13,,15.8
12561,200001,180,11.3,1630.0,1210.0
12562,200001,180,11.33,1630.0,1210.0
12565,200001,180,11.3,1630.0,1210.0
12569,200015,49,10.75,80.5,106.0
12575,202894,2,9.65,,2.4
12578,200001,180,11.33,1630.0,1210.0
12580,200001,180,11.3,1630.0,1210.0
12581,206989,1,9.98,,11.8
12582,200260,7,10.45,32.3,57.7
12588,200001,180,11.33,1630.0,1210.0
12589,206243,1,9.88,,17.5
12591,202451,2,10.06,,32.2
12593,200001,180,11.23,1630.0,1210.0
12596,200001,180,11.3,1630.0,1210.0
12597,200001,180,11.3,1630.0,1210.0
12599,207636,1,9.6,,8.57
12600,200001,180,11.3,1630.0,1210.0
12611,201594,2,10.0,,23.4
12612,200547,4,10.56,,11800.0
12620,209612,1,9.33,,3.3
12621,206552,1,10.08,,14.6
12622,200001,180,11.3,1630.0,1210.0
12624,200001,180,11.32,1630.0,1210.0
12626,211466,1,9.37,,0.927
12627,200001,180,11.3,1630.0,1210.0
12631,207576,1,9.53,,8.8
12633,211927,1,9.07,,0.466
12634,204706,1,9.97,,56.2
12639,200609,4,10.26,,42.0
12640,200001,180,11.3,1630.0,1210.0
12643,200260,7,10.45,32.3,57.7
12645,201292,3,10.22,,57.7
12646,201292,3,10.22,,57.7
12650,202894,2,9.91,,2.4
12651,200015,49,10.75,80.5,106.0
12653,200015,49,10.75,80.5,106.0
12654,205972,1,10.24,,20.5
12655,210010,1,9.75,,2.6
12656,206816,1,10.37,,12.7
12660,200001,180,11.05,1630.0,1210.0
12662,212330,1,9.68,,0.046
12666,200137,18,10.53,146.0,83.6
12668,200143,9,10.79,9860.0,6210.0
12669,202268,2,9.94,,24.1
12670,207225,1,9.66,,10.3
12671,200139,10,10.41,0.786,12.1
12675,204476,1,9.94,,71.3
12679,202320,2,10.15,,18.0
12682,202268,2,9.94,,24.1
12683,200001,180,11.3,1630.0,1210.0
12684,202451,2,10.06,,32.2
12686,205071,1,9.95,,39.8
12692,202626,2,9.9,,22.2
12693,201424,2,10.5,,659.0
12694,201424,2,10.5,,659.0
12695,209854,1,9.73,,2.89
12698,200137,18,10.53,146.0,83.6
12705,200137,18,10.5,146.0,83.6
12706,200015,49,10.75,80.5,106.0
12708,210792,1,9.45,,1.62
12709,200015,49,10.75,80.5,106.0
12711,200137,18,10.53,146.0,83.6
12713,200137,18,10.53,146.0,83.6
12714,201105,3,10.37,,171.0
12716,200138,10,10.27,18.9,33.1
12717,201539,2,10.28,,62.4
12718,205770,1,9.72,,23.4
12720,206655,1,9.63,,13.8
12721,210001,1,9.28,,2.6
12727,206460,1,10.31,,15.8
12732,200418,5,10.4,171.0,124.0
12736,200001,180,11.3,1630.0,1210.0
12737,200139,10,10.41,0.786,12.1
12738,202626,2,9.9,,22.2
12739,205366,1,9.97,,30.5
12741,200138,10,10.25,18.9,33.1
12742,206386,1,10.18,,16.2
12747,200001,180,11.3,1630.0,1210.0
12750,200001,180,11.3,1630.0,1210.0
12755,202955,2,9.54,,2.34
12756,202955,2,9.54,,2.34
12759,209662,1,9.56,,3.22
12760,201675,2,9.98,,15.8
12761,200260,7,10.45,32.3,57.7
12763,209232,1,9.83,,3.98
12764,200260,7,10.45,32.3,57.7
12769,200015,49,10.75,80.5,106.0
12771,201675,2,9.98,,15.8
12772,206821,1,10.04,,12.7
12774,206474,1,10.26,,15.3
12776,211031,1,9.29,,1.38
12780,211676,1,9.19,,0.73
12785,201853,2,10.2,,54.7
12787,202443,2,9.93,,21.1
12791,201105,3,10.37,,171.0
12797,211768,1,9.14,,0.64
12798,212282,1,10.15,,0.082
12799,204600,1,10.19,,62.4
12801,201853,2,10.2,,54.7
12802,200001,180,11.3,1630.0,1210.0
12805,200138,10,10.27,18.9,33.1
12807,212291,1,9.47,,0.075
12813,202054,2,10.26,,103.0
12816,200001,180,11.3,1630.0,1210.0
12817,204777,1,10.23,,51.9
12819,200001,180,11.3,1630.0,1210.0
12823,204909,1,9.89,,45.4
12825,200015,49,10.75,80.5,106.0
12826,209539,1,9.64,,3.39
12828,212366,1,8.1,,0.013
12829,200418,5,10.43,171.0,124.0
12830,200001,180,11.3,1630.0,1210.0
12834,207891,1,10.05,,7.51
12837,202645,2,9.93,,20.0
12838,200139,10,10.43,0.786,12.1
12839,200138,10,10.27,18.9,33.1
12841,201483,2,10.3,,45.4
12843,200138,10,10.27,18.9,33.1
12845,200001,180,11.05,1630.0,1210.0
12846,212324,1,9.27,,0.051
12848,200015,49,10.75,80.5,106.0
12854,203869,1,10.14,,180.0
12859,207003,1,10.03,,11.8
12863,201254,3,10.3,,73.2
12866,203982,1,10.19,,146.0
12869,201135,3,9.85,,9.53
12872,206967,1,9.94,,11.8
12876,101845,2,9.58,,2.53
12878,200015,49,10.75,80.5,106.0
12880,200660,4,10.44,,190.0
12881,209668,1,9.3,,3.22
12884,210242,1,9.67,,2.28
12885,208319,1,9.43,,6.07
12893,200001,180,11.05,1630.0,1210.0
12896,204400,1,10.24,,79.2
12897,209858,1,9.26,,2.89
12898,201135,3,9.85,,9.53
12905,200137,18,10.41,146.0,83.6
12908,200143,9,11.11,9860.0,6210.0
12909,206408,1,10.02,,16.2
12911,200015,49,10.75,80.5,106.0
12912,200001,180,11.04,1630.0,1210.0
12914,200138,10,10.22,18.9,33.1
12916,212142,1,9.26,,0.221
12917,200015,49,10.64,80.5,106.0
12918,211011,1,9.27,,1.38
12920,210581,1,9.75,,1.84
12923,200015,49,10.64,80.5,106.0
12924,206491,1,9.73,,15.3
12926,200358,6,10.58,27.6,142.0
12928,200137,18,10.41,146.0,83.6
12929,202645,2,9.93,,20.0
12933,200001,180,11.04,1630.0,1210.0
12939,200137,18,10.41,146.0,83.6
12946,200137,18,10.41,146.0,83.6
12948,207443,1,9.67,,9.28
12950,208724,1,10.02,,5.18
12952,200015,49,10.75,80.5,106.0
12953,200660,4,10.47,,190.0
12955,200529,5,10.2,2.34,39.8
12956,211895,1,8.85,,0.504
12957,206580,1,9.97,,14.6
12960,200001,180,11.08,1630.0,1210.0
12962,212294,1,10.0,,0.07
12964,200001,180,11.05,1630.0,1210.0
12967,200001,180,11.04,1630.0,1210.0
12971,201334,3,10.28,,85.8
12972,200865,3,10.35,,92.9
12973,208841,1,9.9,,4.79
12975,200529,5,10.2,2.34,39.8
12979,202695,2,10.35,,0.149
12980,208919,1,9.45,,4.66
12982,200001,180,11.04,1630.0,1210.0
12995,200143,9,11.12,9860.0,6210.0
12996,202024,2,10.13,,24.1
12997,200865,3,10.35,,92.9
12999,201334,3,10.28,,85.8
13000,200183,8,10.44,110.0,64.1
13001,200001,180,11.08,1630.0,1210.0
13002,202677,2,9.86,,11.8
13003,200143,9,10.89,9860.0,6210.0
13005,200371,6,10.19,11.2,17.5
13006,209166,1,10.14,,4.19
13008,200358,6,10.58,27.6,142.0
13009,200371,6,10.19,11.2,17.5
13010,200143,9,11.12,9860.0,6210.0
13012,209105,1,9.63,,4.3
13014,207220,1,9.73,,10.3
13015,200001,180,10.87,1630.0,1210.0
13016,208244,1,10.19,,6.24
13017,206254,1,9.67,,17.5
13020,204394,1,10.14,,79.2
13022,200137,18,10.41,146.0,83.6
13023,110594,1,9.3,,2.48
13028,200015,49,10.75,80.5,106.0
13029,202695,2,10.35,,0.149
13030,202326,2,10.08,,39.8
13033,200143,9,11.12,9860.0,6210.0
13034,201993,2,10.12,,6.75
13035,201578,2,10.39,,97.9
13037,209483,1,10.01,,3.48
13039,200001,180,11.04,1630.0,1210.0
13041,208175,1,9.94,,6.4
13042,200139,10,10.43,0.786,12.1
13043,200408,8,10.56,362.0,519.0
13046,200143,9,11.12,9860.0,6210.0
13047,202677,2,9.86,,11.8
13050,200358,6,10.58,27.6,142.0
13051,200001,180,11.04,1630.0,1210.0
13053,201578,2,10.39,,97.9
13059,200015,49,10.75,80.5,106.0
13061,200183,8,10.46,110.0,64.1
13063,202548,2,10.11,,17.1
13064,200143,9,11.12,9860.0,6210.0
13068,200371,6,10.31,11.2,17.5
13073,210838,1,9.62,,1.57
13075,211799,1,8.88,,0.607
13076,203145,1,10.45,,1630.0
13077,203852,1,10.02,,185.0
13080,210443,1,9.33,,2.05
13083,200183,8,10.46,110.0,64.1
13088,206945,1,9.86,,12.1
13090,212096,1,9.76,,0.284
13091,211204,1,9.9,,1.21
13093,200296,6,10.89,1650.0,13000.0
13103,208171,1,9.87,,6.58
13104,200408,8,10.65,362.0,519.0
13108,200139,10,10.36,0.786,12.1
13109,202155,2,9.89,,12.4
13113,211089,1,9.18,,1.31
13114,204584,1,9.93,,64.1
13115,212379,1,8.74,,0.001
13117,202808,2,9.99,,20.0
13119,202155,2,9.89,,12.4
13120,200865,3,10.35,,92.9
13121,101845,2,9.58,,2.53
13128,200063,15,10.24,18.9,17.1
13130,211749,1,10.16,,0.657
13133,210367,1,9.86,,2.16
13134,204864,1,10.05,,47.9
13135,207949,1,9.58,,7.31
13136,201007,3,10.07,,11.2
13137,206284,1,10.07,,17.5
13140,210553,1,9.4,,1.89
13147,211770,1,8.86,,0.623
13158,202569,2,9.75,,5.92
13159,200582,4,10.67,,314.0
13160,207904,1,9.67,,7.51
13163,212371,1,9.29,,0.012
13166,210867,1,9.85,,1.53
13169,200371,6,10.31,11.2,17.5
13170,200183,8,10.46,110.0,64.1
13171,200100,12,10.43,25.6,24.7
13172,200139,10,10.43,0.786,12.1
13174,211203,1,9.98,,1.21
13179,200015,49,10.75,80.5,106.0
13181,203409,1,10.31,,506.0
13182,200371,6,10.31,11.2,17.5
13184,200139,10,10.43,0.786,12.1
13190,200063,15,10.15,18.9,17.1
13192,200582,4,10.67,,314.0
13196,202416,2,8.8,,0.171
13197,200015,49,10.64,80.5,106.0
13199,200546,5,10.48,2.56,103.0
13201,210513,1,9.52,,1.95
13204,206560,1,9.75,,14.6
13211,200063,15,10.15,18.9,17.1
13212,204820,1,9.87,,49.2
13217,205197,1,9.97,,34.9
13218,209926,1,9.73,,2.74
13219,200183,8,10.46,110.0,64.1
13220,200063,15,10.24,18.9,17.1
13223,200183,8,10.46,110.0,64.1
13224,200183,8,10.46,110.0,64.1
13225,210875,1,10.18,,1.53
13226,200408,8,10.67,362.0,519.0
13228,204440,1,9.96,,75.2
13229,201007,3,10.07,,11.2
13233,204021,1,10.02,,135.0
13234,201300,3,10.12,,27.5
13241,200063,15,10.24,18.9,17.1
13243,202569,2,9.75,,5.92
13245,206379,1,9.82,,16.6
13246,209918,1,9.98,,2.82
13247,200546,5,10.46,2.56,103.0
13251,200118,10,10.92,7140.0,4710.0
13252,200015,49,10.75,80.5,106.0
13255,200100,12,10.43,25.6,24.7
13257,209899,1,9.27,,2.82
13259,207084,1,9.68,,11.2
13265,202416,2,8.8,,0.171
13266,200015,49,10.75,80.5,106.0
13267,200015,49,10.75,80.5,106.0
13269,200015,49,10.64,80.5,106.0
13270,205759,1,10.23,,23.4
13271,205647,1,9.8,,24.7
13273,201007,3,10.07,,11.2
13276,200296,6,10.93,1650.0,13000.0
13277,200015,49,10.75,80.5,106.0
13279,209104,1,9.68,,4.3
13281,200015,49,10.64,80.5,106.0
13284,205018,1,10.25,,40.9
13288,201750,2,10.34,,45.4
13297,205178,1,9.89,,34.9
13298,200582,4,10.63,,314.0
13299,200015,49,10.75,80.5,106.0
13300,201750,2,10.34,,45.4
13301,109832,1,9.79,,3.63
13305,209320,1,10.44,,3.87
13315,202819,2,9.65,,5.61
13318,200015,49,10.75,80.5,106.0
13321,200015,49,10.75,80.5,106.0
13322,201169,3,9.69,,2.0
13324,212073,1,10.36,,0.312
13330,200015,49,10.75,80.5,106.0
13333,200015,49,10.75,80.5,106.0
13334,201532,2,9.91,,22.2
13335,200015,49,10.75,80.5,106.0
13338,208729,1,9.65,,5.18
13344,200015,49,10.75,80.5,106.0
13346,200546,5,10.46,2.56,103.0
13348,205378,1,9.76,,30.5
13351,200408,8,10.7,362.0,519.0
13352,200371,6,10.44,11.2,17.5
13354,200015,49,10.75,80.5,106.0
13359,209210,1,9.61,,4.08
13360,200015,49,10.75,80.5,106.0
13362,206107,1,9.72,,19.0
13363,210788,1,9.14,,1.62
13367,201371,3,10.24,,46.7
13368,200100,12,10.43,25.6,24.7
13369,202779,2,8.9,,0.623
13371,209438,1,9.39,,3.58
13372,202779,2,8.9,,0.623
13373,210667,1,9.11,,1.75
13376,204536,1,9.89,,67.6
13377,200063,15,10.24,18.9,17.1
13382,207224,1,9.87,,10.3
13384,111186,1,9.32,,1.84
13385,201371,3,10.24,,46.7
13386,212349,1,8.97,,0.026
13389,201371,3,10.24,,46.7
13394,209346,1,9.45,,3.77
13396,209211,1,9.53,,4.08
13400,200467,5,10.2,33.0,17.1
13402,211459,1,9.77,,0.927
13410,200467,5,10.2,33.0,17.1
13411,205417,1,10.0,,29.7
13413,207206,1,9.9,,10.6
13418,200015,49,10.75,80.5,106.0
13419,200100,12,10.43,25.6,24.7
13420,211119,1,9.55,,1.27
13422,200956,3,10.23,,60.8
13423,202339,2,9.99,,51.9
13424,200049,16,10.94,1020.0,593.0
13425,200063,15,10.24,18.9,17.1
13426,211788,1,10.31,,0.623
13427,203835,1,10.05,,190.0
13428,210265,1,10.15,,2.22
13429,201169,3,9.69,,2.0
13433,200015,49,10.75,80.5,106.0
13434,200100,12,10.42,25.6,24.7
13435,202910,2,10.23,,5.05
13436,201296,3,9.98,,7.51
13443,207342,1,9.77,,9.78
13444,201296,3,9.98,,7.51
13445,209942,1,9.97,,2.74
13448,200048,17,10.72,190.0,241.0
13450,200349,6,10.44,50.0,158.0
13451,207419,1,9.62,,9.53
13457,200100,12,10.42,25.6,24.7
13458,200015,49,10.64,80.5,106.0
13464,211606,1,9.03,,0.791
13466,208539,1,9.65,,5.61
13467,201296,3,9.98,,7.51
13468,202070,2,9.99,,17.5
13470,212247,1,8.23,,0.113
13473,200467,5,10.2,33.0,17.1
13479,206667,1,9.65,,13.8
13484,201816,2,10.53,,1390.0
13485,209764,1,9.66,,3.05
13489,200349,6,10.45,50.0,158.0
13490,200063,15,10.26,18.9,17.1
13495,200063,15,10.24,18.9,17.1
13496,208654,1,9.44,,5.32
13497,200485,5,10.1,12.3,14.6
13498,100163,9,10.04,6.13,12.7
13499,205316,1,9.89,,32.2
13502,200408,8,10.65,362.0,519.0
13503,200280,7,10.38,14.9,106.0
13504,206340,1,10.36,,16.6
13505,200063,15,10.24,18.9,17.1
13508,210389,1,9.31,,2.11
13511,200063,15,10.24,18.9,17.1
13512,212301,1,10.05,,0.065
13516,200349,6,10.51,50.0,158.0
13520,200100,12,10.42,25.6,24.7
13526,201913,2,10.16,,30.5
13530,200296,6,10.84,1650.0,13000.0
13533,200408,8,10.62,362.0,519.0
13534,200015,49,10.74,80.5,106.0
13535,210962,1,9.76,,1.45
13536,205132,1,10.12,,36.8
13544,200100,12,10.42,25.6,24.7
13548,212133,1,8.6,,0.231
13550,200015,49,10.74,80.5,106.0
13552,212332,1,9.15,,0.044
13553,201913,2,10.16,,30.5
13559,211360,1,9.08,,1.06
13561,200100,12,10.42,25.6,24.7
13563,207457,1,9.76,,9.28
13564,203466,1,10.18,,420.0
13567,205642,1,10.13,,25.4
13569,212249,1,10.36,,0.111
13571,200015,49,10.74,80.5,106.0
13572,200048,17,10.73,190.0,241.0
13574,209334,1,9.85,,3.77
13575,200063,15,10.24,18.9,17.1
13577,200485,5,10.1,12.3,14.6
13578,102406,2,10.01,,7.16
13579,200690,4,10.12,,13.8
13580,207788,1,9.7,,7.92
13581,205007,1,10.1,,42.0
13582,200063,15,10.24,18.9,17.1
13584,200084,13,10.51,31.2,54.7
13585,204758,1,9.93,,53.3
13586,211071,1,9.64,,1.34
13587,200048,17,10.73,190.0,241.0
13588,206008,1,9.87,,20.5
13589,204973,1,10.21,,43.1
13590,207278,1,10.05,,10.0
13597,200118,10,11.0,7140.0,4710.0
13599,209423,1,9.53,,3.58
13600,211044,1,9.46,,1.38
13601,211671,1,9.3,,0.73
13602,200015,49,10.64,80.5,106.0
13603,200118,10,11.11,7140.0,4710.0
13606,200084,13,10.51,31.2,54.7
13609,200015,49,10.74,80.5,106.0
13611,200015,49,10.74,80.5,106.0
13613,200080,13,10.81,198.0,677.0
13620,202911,2,9.6,,2.67
13622,200084,13,10.51,31.2,54.7
13628,209156,1,9.62,,4.19
13638,200100,12,10.42,25.6,24.7
13639,200048,17,10.73,190.0,241.0
13641,200118,10,11.14,7140.0,4710.0
13645,204386,1,10.23,,79.2
13646,202911,2,9.6,,2.67
13653,200118,10,11.14,7140.0,4710.0
13664,210589,1,9.59,,1.84
13666,205685,1,10.05,,24.7
13669,203345,1,10.2,,659.0
13673,200114,11,10.53,44.6,57.7
13679,200118,10,11.14,7140.0,4710.0
13683,200467,5,10.21,33.0,17.1
13687,200015,49,10.74,80.5,106.0
13692,200114,11,10.53,44.6,57.7
13693,100163,9,10.04,6.13,12.7
13696,210595,1,9.27,,1.84
13702,205480,1,9.82,,28.2
13704,200690,4,10.12,,13.8
13707,200690,4,10.12,,13.8
13710,207702,1,9.68,,8.13
13715,200947,3,10.77,,4600.0
13716,212137,1,10.05,,0.226
13719,205755,1,10.08,,23.4
13722,200118,10,11.1,7140.0,4710.0
13723,200725,4,10.26,,30.5
13727,201169,3,9.69,,2.0
13731,208341,1,9.65,,6.07
13732,207164,1,9.69,,10.9
13736,200114,11,10.53,44.6,57.7
13737,209027,1,9.55,,4.42
13738,200100,12,10.42,25.6,24.7
13741,200114,11,10.53,44.6,57.7
13742,201219,3,10.36,,42.0
13744,202650,2,9.51,,3.98
13746,200114,11,10.53,44.6,57.7
13750,205565,1,9.85,,26.1
13752,200063,15,10.24,18.9,17.1
13753,200015,49,10.74,80.5,106.0
13759,102406,2,10.01,,7.16
13760,200100,12,10.42,25.6,24.7
13761,211956,1,8.74,,0.43
13765,200063,15,10.24,18.9,17.1
13773,200631,4,10.21,,69.4
13774,206515,1,10.0,,14.9
13775,201824,2,10.23,,67.6
13779,200851,3,10.65,,1450.0
13782,200084,13,10.52,31.2,54.7
13783,200114,11,10.53,44.6,57.7
13786,200511,5,10.48,6.14,106.0
13789,200550,4,10.8,,2650.0
13793,200084,13,10.5,31.2,54.7
13794,200015,49,10.74,80.5,106.0
13796,207135,1,9.65,,10.9
13797,200851,3,10.65,,1450.0
13798,200084,13,10.52,31.2,54.7
13801,200084,13,10.52,31.2,54.7
13802,208505,1,9.85,,5.61
13804,201219,3,10.36,,42.0
13805,200015,49,10.74,80.5,106.0
13807,208637,1,9.62,,5.32
13809,200015,49,10.74,80.5,106.0
13813,208310,1,9.87,,6.07
13814,200084,13,10.52,31.2,54.7
13820,200084,13,10.52,31.2,54.7
13821,202101,2,9.3,,0.834
13825,205187,1,9.89,,34.9
13827,200114,11,10.49,44.6,57.7
13829,204188,1,9.9,,106.0
13830,200084,13,10.52,31.2,54.7
13832,210579,1,9.55,,1.84
13833,200725,4,10.26,,30.5
13835,205336,1,10.27,,31.4
13840,200015,49,10.64,80.5,106.0
13842,200631,4,10.22,,69.4
13846,200096,12,10.46,58.3,56.2
13850,200114,11,10.53,44.6,57.7
13853,212327,1,9.37,,0.049
13857,102916,2,9.85,,4.09
13858,201286,5,10.18,8.68,34.0
13859,200725,4,10.26,,30.5
13862,209713,1,9.32,,3.13
13863,208408,1,10.03,,5.76
13865,205873,1,9.71,,21.7
13866,200096,12,10.48,58.3,56.2
13868,210522,1,9.56,,1.95
13871,212252,1,10.42,,0.111
13875,200096,12,10.48,58.3,56.2
13876,200947,3,10.74,,4600.0
13877,202643,2,10.28,,79.2
13879,210687,1,9.51,,1.75
13880,100163,9,10.04,6.13,12.7
13881,202101,2,9.3,,0.834
13882,206877,1,9.69,,12.4
13884,210626,1,9.61,,1.8
13885,200096,12,10.48,58.3,56.2
13888,201286,5,10.18,8.68,34.0
13889,211863,1,9.72,,0.546
13891,200096,12,10.48,58.3,56.2
13894,210720,1,9.85,,1.7
13896,200096,12,10.48,58.3,56.2
13897,202643,2,10.28,,79.2
13898,200328,6,10.45,140.0,206.0
13904,200947,3,10.71,,4600.0
13905,200084,13,10.5,31.2,54.7
13910,100830,3,10.54,,1190.0
13912,212302,1,9.65,,0.065
13922,211716,1,9.6,,0.674
13926,212280,1,10.31,,0.088
13927,210545,1,9.47,,1.89
13928,210913,1,9.18,,1.49
13929,208603,1,9.58,,5.46
13931,212224,1,8.98,,0.136
13932,205311,1,9.85,,32.2
13933,200635,4,10.21,,36.8
13935,200084,13,10.52,31.2,54.7
13938,200635,4,10.21,,36.8
13940,207149,1,9.6,,10.9
13943,100163,9,10.04,6.13,12.7
13944,202714,2,10.09,,45.4
13945,205826,1,9.9,,22.2
13948,211369,1,10.28,,1.03
13949,102916,2,9.85,,4.09
13950,200015,49,10.64,80.5,106.0
13951,211746,1,9.43,,0.657
13952,211265,1,9.55,,1.15
13953,211173,1,9.11,,1.24
13957,102879,2,10.01,,1.81
13964,200149,9,10.63,190.0,190.0
13967,202216,2,10.0,,35.8
13968,209400,1,9.69,,3.67
13973,207978,1,9.71,,7.12
13976,212245,1,10.0,,0.113
13978,201175,3,10.31,,77.2
13983,203557,1,10.49,,340.0
13991,201632,2,9.86,,11.8
13993,204003,1,10.14,,138.0
13995,210684,1,9.72,,1.75
13996,202740,2,10.46,,166.0
13999,210420,1,9.47,,2.05
14000,201650,2,10.06,,59.2
14002,201632,2,9.86,,11.8
14003,202209,2,9.86,,14.9
14004,202605,2,10.36,,46.7
14005,202740,2,10.46,,166.0
14006,210725,1,9.47,,1.7
14008,201084,3,10.28,,27.5
14009,200328,6,10.43,140.0,206.0
14022,212305,1,9.89,,0.062
14026,200118,10,10.9,7140.0,4710.0
14030,201084,3,10.23,,27.5
14033,201265,3,9.98,,8.57
14034,201265,3,9.98,,8.57
14039,201265,3,9.98,,8.57
14040,200671,4,10.22,,24.1
14042,202278,2,10.05,,21.1
14044,202209,2,9.86,,14.9
14045,201023,3,10.28,,6.4
14047,205824,1,9.82,,22.2
14050,200149,9,10.65,190.0,190.0
14052,207212,1,9.74,,10.6
14054,203387,1,10.26,,548.0
