PGC,Nest,Nmb,logpK,Mvir,Mlum
14055,201258,3,10.1,,25.4
14057,204169,1,10.24,,109.0
14059,201031,3,10.47,,282.0
14060,200149,9,10.65,190.0,190.0
14062,200149,9,10.65,190.0,190.0
14063,202826,2,9.88,,9.78
14065,210047,1,9.3,,2.53
14067,200149,9,10.65,190.0,190.0
14069,202826,2,9.88,,9.78
14072,201174,3,10.4,,95.4
14073,202560,2,10.19,,65.8
14074,209267,1,10.32,,3.98
14075,209403,1,9.88,,3.67
14077,200015,49,10.64,80.5,106.0
14079,202977,2,10.26,,1.15
14082,203928,1,10.09,,162.0
14084,202977,2,10.26,,1.15
14088,207296,1,9.73,,10.0
14091,208588,1,9.91,,5.46
14093,200671,4,10.22,,24.1
14102,201258,3,10.1,,25.4
14103,210098,1,9.33,,2.47
14105,205661,1,9.83,,24.7
14106,212262,1,10.25,,0.103
14135,202560,2,10.19,,65.8
14137,200671,4,10.22,,24.1
14139,209051,1,9.65,,4.42
14140,210197,1,9.57,,2.34
14141,209819,1,9.3,,2.97
14142,207136,1,9.73,,10.9
14145,205814,1,9.91,,22.8
14148,208180,1,9.81,,6.4
14151,211014,1,9.48,,1.38
14152,202260,2,10.05,,12.4
14154,210344,1,9.35,,2.16
14155,206965,1,9.9,,12.1
14163,212091,1,9.89,,0.291
14165,205255,1,9.93,,33.1
14168,200791,4,10.15,,18.0
14169,202554,2,9.89,,0.16
14171,207902,1,9.52,,7.51
14175,211805,1,9.38,,0.607
14179,202432,2,9.78,,7.51
14183,207726,1,9.68,,8.13
14186,211193,1,9.09,,1.21
14187,200245,7,10.58,85.6,180.0
14190,212212,1,9.97,,0.142
14195,203777,1,10.21,,211.0
14197,202445,2,9.9,,12.7
14199,200746,4,10.05,,16.6
14200,202097,2,10.02,,10.3
14205,210533,1,9.31,,1.89
14213,207071,1,9.7,,11.2
14214,209401,1,9.41,,3.67
14215,202432,2,9.78,,7.51
14218,205691,1,9.98,,24.1
14220,200413,5,10.56,467.0,506.0
14222,203579,1,10.4,,322.0
14227,200240,7,10.28,26.7,23.4
14228,200240,7,10.28,26.7,23.4
14232,210897,1,10.04,,1.53
14234,200240,7,10.28,26.7,23.4
14235,202746,2,9.75,,9.78
14236,203000,2,9.57,,0.693
14237,210007,1,9.91,,2.6
14240,202414,2,9.91,,5.92
14249,205586,1,9.91,,26.1
14250,202702,2,9.82,,11.8
14251,200746,4,10.05,,16.6
14254,200746,4,10.05,,16.6
14255,203000,2,9.57,,0.693
14256,200245,7,10.62,85.6,180.0
14259,211105,1,9.38,,1.31
14260,205655,1,9.99,,24.7
14261,100163,9,10.04,6.13,12.7
14262,202554,2,9.89,,0.16
14265,100830,3,10.57,,1190.0
14267,202414,2,9.91,,5.92
14274,210572,1,9.23,,1.89
14278,200245,7,10.62,85.6,180.0
14285,200245,7,10.62,85.6,180.0
14286,102879,2,10.01,,1.81
14287,200413,5,10.57,467.0,506.0
14288,210813,1,9.29,,1.57
14293,206906,1,9.73,,12.4
14295,205905,1,9.77,,21.1
14299,200245,7,10.62,85.6,180.0
14300,209068,1,9.49,,4.3
14303,200968,3,10.43,,175.0
14313,200144,11,10.73,6310.0,3920.0
14314,202646,2,10.46,,17.5
14315,209389,1,9.52,,3.67
14322,201173,3,9.94,,15.8
14324,208308,1,10.2,,6.07
14328,200136,10,10.59,20.2,64.1
14330,209451,1,9.37,,3.58
14331,202646,2,10.46,,17.5
14332,200136,10,10.59,20.2,64.1
14334,206818,1,9.83,,12.7
14336,201081,3,10.38,,69.4
14337,200132,10,10.43,55.1,32.2
14338,200136,10,10.59,20.2,64.1
14339,201081,3,10.38,,69.4
14340,210140,1,9.35,,2.4
14341,110276,1,10.01,,2.92
14342,210393,1,9.22,,2.11
14344,202185,2,9.84,,12.4
14345,208342,1,9.73,,6.07
14347,208401,1,9.66,,5.92
14349,200136,10,10.59,20.2,64.1
14355,209514,1,9.97,,3.48
14359,200549,4,10.74,,4200.0
14360,201401,2,10.53,,1560.0
14371,206705,1,9.81,,13.4
14374,209231,1,9.97,,3.98
14375,202907,2,9.43,,0.77
14379,203559,1,10.43,,340.0
14380,211316,1,10.08,,1.09
14382,201173,3,9.97,,15.8
14384,200136,10,10.59,20.2,64.1
14387,200047,17,10.65,196.0,112.0
14391,202907,2,9.43,,0.77
14393,206150,1,9.92,,18.5
14397,200054,16,10.43,27.2,33.1
14398,200136,10,10.59,20.2,64.1
14399,210577,1,10.01,,1.89
14400,200136,10,10.59,20.2,64.1
14404,210964,1,9.35,,1.45
14406,200968,3,10.39,,175.0
14408,200413,5,10.61,467.0,506.0
14409,212289,1,8.64,,0.075
14416,212334,1,9.79,,0.043
14420,209803,1,9.69,,2.97
14421,211375,1,9.69,,1.03
14425,204062,1,10.09,,128.0
14427,208286,1,10.23,,6.24
14431,202982,2,10.16,,26.8
14432,100163,9,10.04,6.13,12.7
14435,200047,17,10.65,196.0,112.0
14437,210677,1,9.83,,1.75
14440,203550,1,10.31,,349.0
14441,200136,10,10.59,20.2,64.1
14442,207790,1,9.73,,7.92
14448,202744,4,10.08,,15.3
14449,202744,4,10.08,,15.3
14450,212065,1,9.04,,0.326
14454,202982,2,10.16,,26.8
14455,200133,10,10.45,67.9,75.2
14467,200047,17,10.65,196.0,112.0
14468,200047,17,10.65,196.0,112.0
14471,208142,1,9.5,,6.58
14473,200133,10,10.47,67.9,75.2
14474,200748,4,10.12,,10.0
14478,201353,3,10.59,,13.4
14479,200101,11,10.61,1680.0,659.0
14483,211308,1,9.64,,1.09
14485,201100,3,10.32,,43.1
14486,204640,1,9.87,,60.8
14491,200101,11,10.72,1680.0,659.0
14495,200132,10,10.43,55.1,32.2
14498,211181,1,9.64,,1.21
14499,207771,1,9.95,,7.92
14502,202744,4,10.08,,15.3
14503,206343,1,9.83,,16.6
14505,211237,1,9.13,,1.18
14508,100163,9,10.04,6.13,12.7
14511,201353,3,10.35,,13.4
14514,212127,1,9.8,,0.236
14515,202546,2,10.1,,36.8
14520,202985,2,9.97,,10.3
14521,202627,2,9.92,,18.0
14523,200101,11,10.66,1680.0,659.0
14526,211135,1,9.89,,1.27
14527,207734,1,9.61,,8.13
14528,201864,2,9.86,,14.2
14531,100163,9,10.04,6.13,12.7
14533,200413,5,10.57,467.0,506.0
14538,201100,3,10.32,,43.1
14543,210156,1,9.28,,2.4
14547,200132,10,10.43,55.1,32.2
14549,207778,1,9.8,,7.92
14552,202985,2,9.97,,10.3
14554,200563,4,10.58,,677.0
14557,211430,1,9.35,,0.977
14558,211853,1,9.4,,0.56
14559,211245,1,9.41,,1.15
14563,206819,1,9.97,,12.7
14564,211325,1,9.12,,1.09
14565,201553,2,10.02,,22.8
14566,208447,1,9.51,,5.76
14567,201553,2,10.02,,22.8
14572,200133,10,10.51,67.9,75.2
14574,211891,1,9.44,,0.504
14578,208507,1,9.71,,5.61
14579,200133,10,10.51,67.9,75.2
14582,200054,16,10.43,27.2,33.1
14583,201100,3,10.32,,43.1
14584,200133,10,10.56,67.9,75.2
14586,208557,1,9.59,,5.46
14587,201864,2,9.86,,14.2
14596,210846,1,9.8,,1.53
14598,200101,11,10.63,1680.0,659.0
14606,206315,1,10.28,,17.1
14607,210543,1,9.21,,1.89
14609,211889,1,8.82,,0.518
14616,204692,1,9.9,,57.7
14617,200507,5,10.18,5.04,6.07
14622,206464,1,10.02,,15.8
14623,200101,11,10.78,1680.0,659.0
14625,211666,1,9.05,,0.73
14630,200101,11,10.78,1680.0,659.0
14634,202899,2,9.77,,12.1
14635,200507,5,9.86,5.04,6.07
14637,200699,4,10.18,,20.5
14638,200507,5,9.86,5.04,6.07
14644,201527,2,10.48,,955.0
14649,208275,1,9.56,,6.24
14650,200523,5,10.39,7.38,22.8
14651,208350,1,9.81,,6.07
14653,200699,4,10.18,,20.5
14655,200101,11,10.75,1680.0,659.0
14658,212346,1,8.46,,0.029
14659,200054,16,10.43,27.2,33.1
14665,209812,1,9.92,,2.97
14668,205235,1,9.82,,34.0
14670,200507,5,9.86,5.04,6.07
14673,112998,1,8.83,,0.096
14675,207000,1,9.72,,11.8
14676,202899,2,9.77,,12.1
14677,200858,4,10.79,,955.0
14686,209219,1,10.43,,3.98
14687,200699,4,10.18,,20.5
14688,200699,4,10.18,,20.5
14692,200858,4,10.72,,955.0
14693,209607,1,9.95,,3.3
14695,200507,5,10.18,5.04,6.07
14699,200101,11,10.65,1680.0,659.0
14702,210126,1,9.35,,2.47
14703,209447,1,9.48,,3.58
14704,200101,11,10.75,1680.0,659.0
14705,201857,2,9.79,,8.57
14707,200434,7,10.72,457.0,1090.0
14709,200133,10,10.56,67.9,75.2
14710,200188,8,10.6,39.9,112.0
14713,205203,1,9.92,,34.9
14714,209180,1,9.57,,4.08
14718,200059,15,10.36,45.0,30.5
14719,200144,11,10.84,6310.0,3920.0
14720,201527,2,10.51,,955.0
14722,200188,8,10.6,39.9,112.0
14723,200054,16,10.43,27.2,33.1
14725,200523,5,10.39,7.38,22.8
14729,200101,11,10.67,1680.0,659.0
14732,202207,2,10.08,,27.5
14739,200434,7,10.73,457.0,1090.0
14743,202207,2,10.08,,27.5
14748,203427,1,10.07,,480.0
14752,200810,4,10.04,,9.78
14753,206657,1,9.78,,13.8
14757,200054,16,10.43,27.2,33.1
14758,200188,8,10.62,39.9,112.0
14759,205244,1,9.9,,34.0
14761,204891,1,9.85,,46.7
14762,212188,1,8.4,,0.163
14763,200059,15,10.36,45.0,30.5
14765,200054,16,10.43,27.2,33.1
14773,212119,1,10.19,,0.247
14775,205771,1,9.89,,23.4
14779,200059,15,10.36,45.0,30.5
14780,200812,4,10.51,,69.4
14782,200812,4,10.46,,69.4
14784,207351,1,9.76,,9.78
14785,200059,15,10.36,45.0,30.5
14787,200434,7,10.78,457.0,1090.0
14789,209839,1,9.61,,2.89
14791,207856,1,9.55,,7.71
14792,200810,4,10.04,,9.78
14794,205933,1,9.95,,21.1
14800,211151,1,10.1,,1.24
14801,202865,2,9.79,,10.0
14802,208531,1,9.67,,5.61
14803,200059,15,10.36,45.0,30.5
14805,210269,1,9.55,,2.22
14806,202354,2,10.57,,268.0
14807,200059,15,10.36,45.0,30.5
14809,200810,4,10.03,,9.78
14812,200025,26,10.86,178.0,211.0
14814,211346,1,10.29,,1.06
14817,200812,4,10.51,,69.4
14818,212336,1,9.65,,0.041
14819,200810,4,10.03,,9.78
14822,200727,4,10.41,,14.2
14823,208221,1,9.59,,6.4
14824,200054,16,10.43,27.2,33.1
14825,200919,4,10.52,,77.2
14827,200144,11,10.83,6310.0,3920.0
14833,200475,5,10.19,23.6,12.4
14839,200059,15,10.36,45.0,30.5
14840,211301,1,9.05,,1.12
14841,210437,1,9.19,,2.05
14844,205944,1,9.76,,21.1
14845,201304,3,10.32,,34.9
14846,202354,2,10.54,,268.0
14847,200059,15,10.36,45.0,30.5
14848,200727,4,10.41,,14.2
14850,200054,16,10.43,27.2,33.1
14851,211428,1,9.01,,0.977
14852,207458,1,9.84,,9.28
14853,211976,1,9.49,,0.411
14854,200059,15,10.36,45.0,30.5
14857,205307,1,10.5,,32.2
14859,200919,4,10.5,,77.2
14860,201304,3,10.32,,34.9
14864,109455,1,9.66,,4.29
14865,200059,15,10.36,45.0,30.5
14867,202585,2,10.21,,92.9
14871,201654,2,10.17,,59.2
14874,202585,2,10.21,,92.9
14880,200059,15,10.36,45.0,30.5
14881,200434,7,10.66,457.0,1090.0
14887,200059,15,10.36,45.0,30.5
14889,202473,2,9.96,,20.5
14890,201315,3,10.09,,35.8
14895,201654,2,10.15,,59.2
14897,200054,16,10.43,27.2,33.1
14899,202473,2,9.96,,20.5
14901,211286,1,9.55,,1.12
14905,200727,4,10.41,,14.2
14906,202295,2,10.13,,5.92
14907,208028,1,10.05,,6.93
14910,211559,1,9.06,,0.834
14911,201870,2,10.2,,121.0
14914,211595,1,10.02,,0.812
14915,200059,15,10.36,45.0,30.5
14917,200919,4,10.47,,77.2
14919,200381,6,10.48,1.48,81.4
14923,200059,15,10.36,45.0,30.5
14925,201870,2,10.2,,121.0
14926,208462,1,9.83,,5.76
14927,202295,2,10.13,,5.92
14928,205113,1,10.13,,37.8
14932,200381,6,10.48,1.48,81.4
14933,200381,6,10.48,1.48,81.4
14934,208674,1,9.7,,5.18
14936,212320,1,8.43,,0.054
14937,200025,26,10.86,178.0,211.0
14940,206615,1,9.89,,14.2
14941,205810,1,9.75,,22.8
14943,211493,1,9.02,,0.903
14949,205756,1,9.86,,23.4
14951,200025,26,10.86,178.0,211.0
14952,201315,3,10.1,,35.8
14953,200727,4,10.22,,14.2
14955,200087,12,10.84,292.0,773.0
14956,200760,4,10.44,,53.3
14957,201315,3,10.1,,35.8
14958,211056,1,10.43,,1.34
14959,200025,26,10.86,178.0,211.0
14962,207740,1,10.11,,8.13
14963,205596,1,9.95,,26.1
14964,203700,1,10.53,,247.0
14965,200054,16,10.43,27.2,33.1
14969,205597,1,9.89,,26.1
14971,202810,2,10.21,,7.71
14973,202810,2,10.19,,7.71
14977,210318,1,9.29,,2.22
14979,210358,1,9.3,,2.16
14983,204452,1,10.13,,73.2
14985,200381,6,10.49,1.48,81.4
14992,200059,15,10.28,45.0,30.5
14993,206641,1,10.02,,14.2
14994,209273,1,9.48,,3.98
14995,204495,1,10.13,,71.3
14997,202058,2,9.64,,3.98
15004,200760,4,10.44,,53.3
15005,200760,4,10.44,,53.3
15006,202182,2,9.93,,19.0
15015,200760,4,10.44,,53.3
15018,109920,1,9.93,,3.51
15020,206507,1,10.55,,15.3
15024,211827,1,9.07,,0.575
15025,207748,1,9.72,,7.92
15026,200087,12,10.97,292.0,773.0
15027,201690,2,10.02,,6.07
15029,207039,1,9.77,,11.5
15031,209189,1,9.48,,4.08
15033,205052,1,9.93,,39.8
15035,202058,2,9.64,,3.98
15041,200087,12,10.97,292.0,773.0
15042,201690,2,10.02,,6.07
15044,204873,1,10.26,,47.9
15045,204681,1,9.88,,57.7
15047,207572,1,9.9,,8.8
15048,209648,1,9.46,,3.22
15049,201191,3,9.94,,17.5
15050,205584,1,9.84,,26.1
15054,210336,1,9.49,,2.16
15055,200054,16,10.43,27.2,33.1
15059,207880,1,9.65,,7.51
15061,200588,4,10.51,,83.6
15062,210357,1,9.54,,2.16
15067,208000,1,9.74,,7.12
15069,109025,1,9.66,,5.12
15076,200087,12,10.97,292.0,773.0
15078,208743,1,9.79,,5.18
15081,200879,3,10.45,,124.0
15084,108399,1,9.85,,6.67
15087,210833,1,10.56,,1.57
15089,201331,3,9.96,,6.4
15090,200588,4,10.51,,83.6
15091,205029,1,9.89,,40.9
15093,208771,1,9.43,,5.05
15095,210364,1,9.88,,2.11
15106,200531,5,10.05,3.74,10.9
15107,203763,1,10.18,,217.0
15109,212141,1,8.59,,0.221
15111,210703,1,9.1,,1.7
15113,208400,1,9.63,,5.92
15117,200007,54,10.91,686.0,1300.0
15121,200007,54,10.91,686.0,1300.0
15122,203764,1,10.16,,217.0
15123,201275,3,10.22,,40.9
15126,201275,3,10.22,,40.9
15133,206704,1,9.6,,13.4
15134,209174,1,9.47,,4.19
15136,205919,1,10.41,,21.1
15138,206762,1,10.17,,13.1
15143,202004,2,10.37,,261.0
15146,201485,2,10.52,,837.0
15149,200054,16,10.43,27.2,33.1
15150,200531,5,10.05,3.74,10.9
15153,200054,16,10.43,27.2,33.1
15156,200531,5,10.21,3.74,10.9
15157,102775,2,9.86,,7.11
15160,204771,1,10.0,,51.9
15161,200007,54,11.03,686.0,1300.0
15162,200007,54,10.91,686.0,1300.0
15164,202293,2,9.73,,7.71
15172,201088,3,10.03,,15.3
15173,200531,5,10.21,3.74,10.9
15179,211709,1,8.95,,0.693
15180,200439,5,10.37,16.2,56.2
15183,200439,5,10.37,16.2,56.2
15186,200007,54,11.03,686.0,1300.0
15189,200023,30,10.55,170.0,109.0
15191,200439,5,10.37,16.2,56.2
15195,201088,3,10.03,,15.3
15197,210381,1,9.29,,2.11
15198,202501,2,10.3,,103.0
15200,205885,1,9.85,,21.7
15203,202293,2,9.73,,7.71
15204,201088,3,10.03,,15.3
15205,200087,12,10.98,292.0,773.0
15211,100781,4,10.09,,11.2
15212,101269,3,9.48,,2.9
15216,201331,3,10.18,,6.4
15219,210489,1,10.13,,1.95
15220,211633,1,9.65,,0.77
15223,200087,12,10.98,292.0,773.0
15225,102775,2,9.86,,7.11
15226,204755,1,10.02,,53.3
15231,200087,12,10.98,292.0,773.0
15232,200007,54,11.03,686.0,1300.0
15236,202964,2,10.48,,2710.0
15237,207207,1,9.69,,10.6
15243,207556,1,9.93,,8.8
15250,200087,12,10.98,292.0,773.0
15254,100781,4,10.09,,11.2
15259,200023,30,10.67,170.0,109.0
15261,200445,5,10.23,56.0,18.5
15263,101269,3,9.48,,2.9
15266,207988,1,10.49,,7.12
15273,211784,1,8.86,,0.623
15276,201204,3,9.6,,4.08
15280,200376,6,10.29,6.9,25.4
15293,201204,3,9.6,,4.08
15294,210276,1,9.46,,2.22
15300,200007,54,11.09,686.0,1300.0
15301,200087,12,10.98,292.0,773.0
15311,201204,3,9.6,,4.08
15315,212290,1,9.81,,0.075
15322,200119,10,11.1,4400.0,6210.0
15324,205263,1,9.8,,33.1
15330,204010,1,10.06,,138.0
15331,200376,6,10.29,6.9,25.4
15332,200376,6,10.37,6.9,25.4
15335,200023,30,10.73,170.0,109.0
15338,200087,12,10.98,292.0,773.0
15339,200087,12,10.98,292.0,773.0
15342,200376,6,10.37,6.9,25.4
15348,200023,30,10.68,170.0,109.0
15349,205471,1,10.06,,28.2
15355,209807,1,9.52,,2.97
15358,201327,3,9.61,,3.87
15364,202240,2,10.67,,2.47
15366,200007,54,11.09,686.0,1300.0
15367,200445,5,10.23,56.0,18.5
15368,201327,3,9.61,,3.87
15372,200444,5,10.36,33.5,81.4
15373,200119,10,11.13,4400.0,6210.0
15374,200906,3,10.81,,56.2
15375,211662,1,9.13,,0.73
15379,200119,10,11.13,4400.0,6210.0
15388,200054,16,10.43,27.2,33.1
15389,201327,3,9.61,,3.87
15390,205085,1,9.99,,38.8
15396,210658,1,9.41,,1.75
15405,200054,16,10.43,27.2,33.1
15406,200023,30,10.73,170.0,109.0
15409,202499,2,9.21,,1.45
15412,202499,2,9.21,,1.45
15413,200023,30,10.73,170.0,109.0
15416,208049,1,9.51,,6.93
15421,200711,4,10.23,,56.2
15424,200023,30,10.73,170.0,109.0
15426,200023,30,10.68,170.0,109.0
15427,207560,1,9.75,,8.8
15428,206517,1,10.06,,14.9
15429,200376,6,10.37,6.9,25.4
15430,200119,10,11.13,4400.0,6210.0
15431,200007,54,11.16,686.0,1300.0
15433,200023,30,10.73,170.0,109.0
15434,207570,1,9.68,,8.8
15436,200444,5,10.36,33.5,81.4
15442,200023,30,10.73,170.0,109.0
15447,200376,6,10.29,6.9,25.4
15455,212081,1,8.65,,0.304
15457,203876,1,10.1,,180.0
15458,200711,4,10.23,,56.2
15459,101253,3,9.9,,7.01
15461,208783,1,9.8,,5.05
15473,203595,1,10.32,,314.0
15474,209879,1,9.82,,2.82
15477,207074,1,9.65,,11.2
15479,209385,1,10.21,,3.67
15480,200023,30,10.73,170.0,109.0
15481,211068,1,9.26,,1.34
15484,200007,54,11.16,686.0,1300.0
15489,200007,54,11.16,686.0,1300.0
15490,200023,30,10.68,170.0,109.0
15492,200007,54,11.16,686.0,1300.0
15493,205896,1,9.87,,21.7
15501,200023,30,10.73,170.0,109.0
15504,205168,1,10.07,,35.8
15507,200023,30,10.73,170.0,109.0
15509,107941,1,9.74,,8.04
15513,200007,54,11.16,686.0,1300.0
15514,200007,54,11.16,686.0,1300.0
15517,210065,1,9.28,,2.53
15518,200023,30,10.73,170.0,109.0
15519,200007,54,11.16,686.0,1300.0
15524,200007,54,11.16,686.0,1300.0
15525,200007,54,11.16,686.0,1300.0
15527,200007,54,11.16,686.0,1300.0
15533,202112,2,10.02,,4.3
15534,210708,1,9.45,,1.7
15536,200007,54,11.16,686.0,1300.0
15538,208368,1,10.04,,5.92
15544,200007,54,11.16,686.0,1300.0
15545,100045,17,10.53,79.3,48.5
15548,100045,17,10.53,79.3,48.5
15549,200067,14,10.67,174.0,241.0
15553,204599,1,10.28,,62.4
15555,200711,4,10.2,,56.2
15556,201513,2,9.92,,18.5
15557,204671,1,9.93,,59.2
15558,201513,2,9.92,,18.5
15568,202342,2,10.08,,10.6
15570,100045,17,10.53,79.3,48.5
15576,200007,54,11.11,686.0,1300.0
15577,200007,54,11.16,686.0,1300.0
15578,202303,2,10.05,,51.9
15579,200067,14,10.76,174.0,241.0
15580,202303,2,10.05,,51.9
15581,203454,1,10.11,,443.0
15583,201795,2,10.29,,77.2
15584,100781,4,10.12,,11.2
15585,207695,1,9.9,,8.13
15586,206823,1,10.05,,12.7
15588,201795,2,10.29,,77.2
15590,110949,1,9.41,,2.1
15591,200007,54,11.11,686.0,1300.0
15592,206598,1,9.95,,14.6
15593,209378,1,10.22,,3.67
15595,210031,1,9.39,,2.6
15600,212026,1,10.15,,0.366
15601,209602,1,9.38,,3.3
15603,200067,14,10.82,174.0,241.0
15604,100045,17,10.53,79.3,48.5
15608,209744,1,9.61,,3.05
15609,200067,14,10.82,174.0,241.0
15611,200668,4,10.43,,24.7
15612,204506,1,9.87,,69.4
15617,100045,17,10.53,79.3,48.5
15620,200668,4,10.28,,24.7
15622,202342,2,10.08,,10.6
15623,205185,2,10.26,,54.7
15626,200023,30,10.73,170.0,109.0
15627,210385,1,9.6,,2.11
15628,100045,17,10.53,79.3,48.5
15630,201307,3,9.98,,9.28
15631,200668,4,10.28,,24.7
15632,209300,1,9.32,,3.87
15633,200169,8,11.11,7420.0,25300.002
15635,200668,4,10.43,,24.7
15637,200067,14,10.82,174.0,241.0
15638,201034,3,10.2,,8.57
15644,201656,2,10.29,,171.0
15646,201496,2,10.56,,714.0
15649,212226,1,9.32,,0.133
15653,206336,1,10.18,,17.1
15655,200067,14,10.82,174.0,241.0
15656,200067,14,10.76,174.0,241.0
15659,207326,1,9.81,,9.78
15660,201160,3,9.98,,15.3
15662,211241,1,9.02,,1.15
15665,202508,2,9.81,,6.4
15668,200598,4,10.24,,45.4
15672,201034,3,10.07,,8.57
15674,200023,30,10.73,170.0,109.0
15675,200023,30,10.68,170.0,109.0
15679,205540,1,9.81,,26.8
15684,207574,1,9.72,,8.8
15686,200610,4,10.49,,128.0
15691,202042,2,9.85,,7.71
15692,200610,4,10.49,,128.0
15693,100045,17,10.49,79.3,48.5
15695,201385,3,10.18,,47.9
15696,200067,14,10.82,174.0,241.0
15699,200067,14,10.82,174.0,241.0
15700,202805,2,10.01,,26.8
15703,205185,2,10.13,,54.7
15705,205644,1,10.16,,24.7
15706,200889,3,10.2,,45.4
15713,200119,10,11.08,4400.0,6210.0
15715,210643,1,9.77,,1.8
15716,208721,1,9.44,,5.18
15719,202323,2,9.77,,4.42
15721,202508,2,9.79,,6.4
15722,205872,1,10.0,,21.7
15723,210639,1,9.61,,1.8
15729,210088,1,9.5,,2.53
15730,100045,17,10.53,79.3,48.5
15731,207336,1,9.87,,9.78
15733,200889,3,10.2,,45.4
15735,202651,2,10.55,,2.6
15746,200274,7,10.33,13.4,16.2
15747,201397,2,10.4,,859.0
15749,212158,1,8.51,,0.206
15754,206251,1,10.84,,17.5
15755,202323,2,9.77,,4.42
15757,203003,2,10.01,,32.2
15758,210824,1,9.25,,1.57
15760,201729,2,9.65,,5.32
15761,200090,12,10.6,206.0,282.0
15763,100045,17,10.53,79.3,48.5
15766,203408,1,10.24,,506.0
15767,211272,1,9.98,,1.15
15769,202042,2,9.83,,7.71
15772,208966,1,9.85,,4.54
15773,201034,3,10.07,,8.57
15774,201729,2,9.65,,5.32
15775,210800,1,9.33,,1.62
15777,205507,1,10.02,,27.5
15779,202651,2,10.49,,2.6
15782,200694,4,10.29,,4.42
15785,200416,5,10.66,88.2,306.0
15790,211111,1,9.09,,1.27
15791,200090,12,10.76,206.0,282.0
15793,101253,3,9.9,,7.01
15794,202246,2,9.86,,5.76
15795,210709,1,9.67,,1.7
15800,202933,2,9.53,,3.13
15803,111979,1,9.69,,0.989
15804,200848,3,10.37,,185.0
15805,203517,1,10.34,,368.0
15806,200509,5,10.21,14.5,12.7
15808,202933,2,9.53,,3.13
15810,100045,17,10.53,79.3,48.5
15811,205408,1,9.81,,29.7
15814,211921,1,8.8,,0.478
15815,200090,12,10.72,206.0,282.0
15821,212042,1,8.73,,0.35
15823,200169,8,11.03,7420.0,25300.002
15824,209955,1,9.65,,2.74
15825,206861,1,9.7,,12.7
15827,200848,3,10.37,,185.0
15828,200509,5,10.21,14.5,12.7
15831,200274,7,10.33,13.4,16.2
15833,202328,2,10.11,,28.2
15834,200119,10,10.92,4400.0,6210.0
15840,200274,7,10.33,13.4,16.2
15841,210333,1,9.91,,2.16
15842,200090,12,10.76,206.0,282.0
15843,206316,1,9.98,,17.1
15844,200274,7,10.33,13.4,16.2
15846,207986,1,9.86,,7.12
15850,211722,1,8.95,,0.674
15851,203505,1,10.13,,388.0
15853,200416,5,10.62,88.2,306.0
15854,205848,1,10.46,,22.2
15859,202328,2,10.11,,28.2
15862,100495,5,10.12,0.096,11.0
15865,208666,1,9.68,,5.32
15866,200204,8,10.4,7.42,38.8
15867,202246,2,9.86,,5.76
15870,207049,1,9.76,,11.5
15871,210042,1,9.69,,2.53
15878,208483,1,9.88,,5.61
15882,201417,2,10.52,,593.0
15886,200509,5,10.13,14.5,12.7
15887,200416,5,10.56,88.2,306.0
15889,201887,2,10.06,,60.8
15890,100657,4,10.14,,18.6
15891,202848,2,9.98,,7.51
15897,207871,1,9.82,,7.51
15899,209634,1,9.43,,3.22
15903,202848,2,9.98,,7.51
15907,207673,1,9.55,,8.35
15908,202993,2,9.66,,6.58
15914,200509,5,10.13,14.5,12.7
15917,111803,1,9.93,,1.15
15919,100045,17,10.53,79.3,48.5
15922,211313,1,9.31,,1.09
15924,200204,8,10.4,7.42,38.8
15929,202993,2,9.66,,6.58
15930,207452,1,9.98,,9.28
15931,200027,25,11.06,1050.0,837.0
15933,100045,17,10.53,79.3,48.5
15934,200027,25,10.91,1050.0,837.0
15937,209603,1,9.77,,3.3
15940,200027,25,11.03,1050.0,837.0
15941,200694,4,10.29,,4.42
15942,201108,3,10.48,,10.6
15943,201108,3,10.48,,10.6
15945,207518,1,9.57,,9.04
15949,210266,1,9.55,,2.28
15950,212038,1,8.81,,0.35
15955,201071,3,9.64,,4.91
15956,206803,1,9.73,,12.7
15957,200090,12,10.72,206.0,282.0
15959,200027,25,10.83,1050.0,837.0
15961,200027,25,11.06,1050.0,837.0
15962,202601,2,9.44,,2.97
15965,208316,1,9.61,,6.07
15967,113062,1,9.7,,0.041
15969,201108,3,10.59,,10.6
15970,201126,3,10.04,,16.2
15973,211290,1,9.09,,1.12
15975,200204,8,10.4,7.42,38.8
15976,205671,1,9.76,,24.7
15977,209398,1,10.23,,3.67
15981,211916,1,8.77,,0.478
15982,202583,2,9.91,,10.0
15985,209556,1,9.7,,3.39
15986,100495,5,10.09,0.096,11.0
15990,206149,1,9.81,,18.5
15991,200891,3,10.42,,200.0
15997,200027,25,11.03,1050.0,837.0
15999,211149,1,9.38,,1.24
16000,206585,1,10.15,,14.6
16001,109682,1,9.74,,3.88
16003,200090,12,10.65,206.0,282.0
16005,205027,1,9.86,,40.9
16006,200354,6,10.05,11.9,13.4
16009,210859,1,9.19,,1.57
16010,200667,4,10.23,,37.8
16011,200403,5,10.58,348.0,135.0
16013,200674,4,10.1,,27.5
16015,202597,2,10.1,,31.4
16017,200667,4,10.23,,37.8
16020,207112,1,9.6,,11.2
16021,211664,1,9.88,,0.73
16023,200354,6,10.05,11.9,13.4
16026,201143,3,9.6,,4.54
16027,112604,1,8.95,,0.431
